         FLOAT          ,         FLOAT          ,         FLOAT          ,    INT     ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,          INT          ,         FLOAT          ,INT
          Myr           ,          Myr           ,          Myr           ,     -      ,           -            ,          Msol          ,          Msol          ,          Rsol          ,          Rsol          ,          Lsol          ,           K            ,          Msol          ,          Msol          ,          Msol          ,       Msol yr^-1       ,           -           ,          Myr           ,-
          Age           ,           dT           ,          Time          ,Stellar_Type,    Metallicity@ZAMS    ,         Mass_0         ,          Mass          ,         Radius         ,      Radius@ZAMS       ,       Luminosity       ,          Teff          ,       Mass_Core        ,      Mass_CO_Core      ,      Mass_He_Core      ,          Mdot          ,Dominant_Mass_Loss_Rate,          tMS           ,Record_Type
       0.000000000000000,       0.000000000000000,       0.000000000000000,           1,       0.014200000000000,       7.539000000000000,       7.539000000000000,       3.181211224071048,       3.181211224071048,    2232.860138385686696,   22268.792299109612941,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,                      0,      42.470953481050060,         1
       0.424709534811000,       0.424709534811000,       0.424709534811000,           1,       0.014200000000000,       7.539000000000000,       7.539000000000000,       3.196820761398810,       3.181211224071048,    2242.361945135296082,   22237.953747216775810,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,                      0,      42.470953481050060,         2
       0.424733049239747,       0.424709534811000,       0.424709534811000,           1,       0.014200000000000,       7.538790743684069,       7.538790743684069,       3.196820742313852,       3.181211224071048,    2242.361945135296082,   22237.953813596854161,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000492705,                      3,      42.470953481050060,         3
       0.424733049239747,       0.424709534811000,       0.424709534811000,           1,       0.014200000000000,       7.538790743684069,       7.538790743684069,       3.196770009998124,       3.181211224071048,    2242.157296035465606,   22237.622861635001755,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000492705,                      3,      42.470953481050060,         4
       0.849466098478747,       0.424733049239000,       0.849442584050000,           1,       0.014200000000000,       7.538790743684069,       7.538790743684069,       3.212460674194578,       3.181211224071048,    2251.922531508330849,   22207.362874845868646,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000492705,                      3,      42.473304923924744,         2
       0.849513510618577,       0.424733049239000,       0.849442584050000,           1,       0.014200000000000,       7.538579801923626,       7.538579801923626,       3.212460635229838,       3.181211224071048,    2251.922531508330849,   22207.363009525201051,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000496646,                      3,      42.473304923924744,         3
       0.849513510618577,       0.424733049239000,       0.849442584050000,           1,       0.014200000000000,       7.538579801923626,       7.538579801923626,       3.212410121796892,       3.181211224071048,    2251.715864500030875,   22207.028074416368327,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000496646,                      3,      42.473304923924744,         4
       1.274270265927577,       0.424756755309000,       1.274199339359000,           1,       0.014200000000000,       7.538579801923626,       7.538579801923626,       3.228188044248644,       3.181211224071048,    2261.747534271518816,   22177.324774126311240,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000496646,                      3,      42.475675530916263,         2
       1.274341981293988,       0.424756755309000,       1.274199339359000,           1,       0.014200000000000,       7.538367109266336,       7.538367109266336,       3.228187984270111,       3.181211224071048,    2261.747534271518816,   22177.324980149536714,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000500740,                      3,      42.475675530916263,         3
