    INT     ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,       INT        ,       INT        ,         FLOAT          ,         FLOAT          ,      INT       ,   BOOL   ,   BOOL   , BOOL , BOOL ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,       INT        ,       INT        ,         FLOAT          ,         FLOAT          ,   BOOL   ,   BOOL   ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,INT
     -      ,          Myr           ,          Myr           ,          Msol          ,          Msol          ,          Rsol          ,          Rsol          ,        -         ,        -         ,          Rsol          ,           -            ,     Count      ,  State   ,  State   ,Event ,State ,           -            ,           -            ,          Msol          ,          Msol          ,          Rsol          ,          Rsol          ,        -         ,        -         ,          Rsol          ,           -            ,  Event   ,  Event   ,           -            ,           -            ,           -            ,        Msol/Myr        ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,-
    SEED    ,        Time>MT         ,        Time<MT         ,       Mass(1)>MT       ,       Mass(2)>MT       ,      Radius(1)>MT      ,      Radius(2)>MT      ,Stellar_Type(1)>MT,Stellar_Type(2)>MT,    SemiMajorAxis>MT    ,    Eccentricity>MT     ,MT_Event_Counter,RLOF(1)>MT,RLOF(2)>MT,Merger,CEE>MT,   Radius(1)|RL>step    ,   Radius(2)|RL>step    ,       Mass(1)<MT       ,       Mass(2)<MT       ,      Radius(1)<MT      ,      Radius(2)<MT      ,Stellar_Type(1)<MT,Stellar_Type(2)<MT,    SemiMajorAxis<MT    ,    Eccentricity<MT     ,RLOF(1)<MT,RLOF(2)<MT,   Radius(1)|RL<step    ,   Radius(2)|RL<step    ,          Beta          , MassTransferRateDonor  ,    Zeta_Soberman(1)    ,  Zeta_Soberman_He(1)   ,     Zeta_Hurley(1)     ,   Zeta_Hurley_He(1)    ,    Zeta_Soberman(2)    ,  Zeta_Soberman_He(2)   ,     Zeta_Hurley(2)     ,   Zeta_Hurley_He(2)    ,Record_Type
  1726099897,       0.160121534996000,       0.000000000000000,       0.850000000000000,       0.850000000000000,       0.771788196571862,       0.771788196571862,                 1,                 1,       1.991196588731891,       0.000000000000000,               1,1,1,1,1,       1.022906339112664,       1.022906339112664,       0.850000000000000,       0.850000000000000,       0.771788196571862,       0.771788196571862,                 1,                 1,       1.991196588731891,       0.000000000000000,0,0,       1.022906339112664,       1.022906339112664,       0.500000000000000,       0.000000000000000,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099898,     320.403191526611977,     160.281656530803986,       0.850000000000000,       0.850000000000000,       0.775027086944364,       0.775027086944364,                 1,                 1,       2.044954595987072,       0.000000000000000,               1,1,1,1,1,       1.000195942982246,       1.000195942982246,       0.850000000000000,       0.850000000000000,       0.775027086944364,       0.775027086944364,                 1,                 1,       2.044954595987072,       0.000000000000000,0,0,       1.000195942982246,       1.000195942982246,       0.500000000000000,       0.000000000000000,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099899,    2401.983146472115550,    2241.861611476307644,       0.850000000000000,       0.850000000000000,       0.796744864500036,       0.796744864500036,                 1,                 1,       2.098712603242253,       0.000000000000000,               1,1,1,1,1,       1.001885703705601,       1.001885703705601,       0.850000000000000,       0.850000000000000,       0.796744864500036,       0.796744864500036,                 1,                 1,       2.098712603242253,       0.000000000000000,0,0,       1.001885703705601,       1.001885703705601,       0.500000000000000,       0.000000000000000,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099900,    4163.320031426002970,    4003.198496430194609,       0.850000000000000,       0.850000000000000,       0.816757915920788,       0.816757915920788,                 1,                 1,       2.152470610497434,       0.000000000000000,               1,1,1,1,1,       1.001400950204199,       1.001400950204199,       0.850000000000000,       0.850000000000000,       0.816757915920788,       0.816757915920788,                 1,                 1,       2.152470610497434,       0.000000000000000,0,0,       1.001400950204199,       1.001400950204199,       0.500000000000000,       0.000000000000000,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099901,    5764.535381384086577,    5604.413846388278216,       0.850000000000000,       0.850000000000000,       0.837086706592419,       0.837086706592419,                 1,                 1,       2.206228617752614,       0.000000000000000,               1,1,1,1,1,       1.001317505342491,       1.001317505342491,       0.850000000000000,       0.850000000000000,       0.837086706592419,       0.837086706592419,                 1,                 1,       2.206228617752614,       0.000000000000000,0,0,       1.001317505342491,       1.001317505342491,       0.500000000000000,       0.000000000000000,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,     773.772795801501161,     687.807592401712100,       0.910207976115694,       0.789792023884306,       0.846242150891786,       0.727430428211361,                 1,                 0,       2.142866859087864,       0.000000000000000,               1,1,0,0,0,       1.009320660051712,       0.925725523060778,       1.000000000000000,       0.700000000000000,       0.929188224397058,       0.653710853329064,                 1,                 0,       2.259986625007795,       0.000000000000000,0,0,       1.002459023489986,       0.830011329324539,       1.000000000000000,       0.031370409782600,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,     896.401462444064123,     773.772795801501161,       0.908015244536011,       0.791984755463988,       0.838628922777694,       0.730992483711866,                 1,                 0,       2.141322226490756,       0.000000000000000,               2,1,0,0,0,       1.002121952496333,       0.929804000096347,       0.910207976115694,       0.789792023884306,       0.840446644115187,       0.729313384147860,                 1,                 0,       2.142866859087864,       0.000000000000000,1,0,       1.002408306750796,       0.928121766469927,       1.000000000000000,       0.000017881068430,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    1020.175527098114117,     896.401462444064123,       0.905829792506065,       0.794170207493935,       0.838661624650614,       0.733483495426415,                 1,                 0,       2.139841304772919,       0.000000000000000,               3,1,0,0,0,       1.004013639593085,       0.932494325052074,       0.908015244536011,       0.791984755463988,       0.840458041413311,       0.731815278256529,                 1,                 0,       2.141322226490756,       0.000000000000000,1,0,       1.004307662872743,       0.930850574002279,       1.000000000000000,       0.000017656784853,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    1145.105692889993179,    1020.175527098114117,       0.903650873240149,       0.796349126759851,       0.838694879345711,       0.735996876742653,                 1,                 0,       2.138422855003489,       0.000000000000000,               4,1,0,0,0,       1.005877763383516,       0.935187810581902,       0.905829792506065,       0.794170207493935,       0.840470659181632,       0.734338826114231,                 1,                 0,       2.139841304772919,       0.000000000000000,1,0,       1.006179346584143,       0.933581726496558,       1.000000000000000,       0.000017441098009,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
  1726099902,    1271.203136855324146,    1145.105692889993179,       0.901477750176461,       0.798522249823539,       0.838728608323095,       0.738534362471713,                 1,                 0,       2.137065736015638,       0.000000000000000,               5,1,0,0,0,       1.007714944171246,       0.937886465239151,       0.903650873240149,       0.796349126759851,       0.840484379591571,       0.736885784024358,                 1,                 0,       2.138422855003489,       0.000000000000000,1,0,       1.008023977160669,       0.936317292623003,       1.000000000000000,       0.000017233680520,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,      -0.333333333333333,      -0.333333333333333,      -0.281254257698058,      -0.281254257698058,         1
