logTeff,logg,F218W,F225W,F275W,F336W,F390W,F438W,F475W,F555W,F606W,F625W,F775W,F814W,F105W,F110W,F125W,F140W,F160W,F218W_Av0.5,F225W_Av0.5,F275W_Av0.5,F336W_Av0.5,F390W_Av0.5,F438W_Av0.5,F475W_Av0.5,F555W_Av0.5,F606W_Av0.5,F625W_Av0.5,F775W_Av0.5,F814W_Av0.5,F105W_Av0.5,F110W_Av0.5,F125W_Av0.5,F140W_Av0.5,F160W_Av0.5,F218W_Av1,F225W_Av1,F275W_Av1,F336W_Av1,F390W_Av1,F438W_Av1,F475W_Av1,F555W_Av1,F606W_Av1,F625W_Av1,F775W_Av1,F814W_Av1,F105W_Av1,F110W_Av1,F125W_Av1,F140W_Av1,F160W_Av1,F218W_Av2,F225W_Av2,F275W_Av2,F336W_Av2,F390W_Av2,F438W_Av2,F475W_Av2,F555W_Av2,F606W_Av2,F625W_Av2,F775W_Av2,F814W_Av2,F105W_Av2,F110W_Av2,F125W_Av2,F140W_Av2,F160W_Av2,F218W_Av5,F225W_Av5,F275W_Av5,F336W_Av5,F390W_Av5,F438W_Av5,F475W_Av5,F555W_Av5,F606W_Av5,F625W_Av5,F775W_Av5,F814W_Av5,F105W_Av5,F110W_Av5,F125W_Av5,F140W_Av5,F160W_Av5,F218W_Av10,F225W_Av10,F275W_Av10,F336W_Av10,F390W_Av10,F438W_Av10,F475W_Av10,F555W_Av10,F606W_Av10,F625W_Av10,F775W_Av10,F814W_Av10,F105W_Av10,F110W_Av10,F125W_Av10,F140W_Av10,F160W_Av10,F218W_Av20,F225W_Av20,F275W_Av20,F336W_Av20,F390W_Av20,F438W_Av20,F475W_Av20,F555W_Av20,F606W_Av20,F625W_Av20,F775W_Av20,F814W_Av20,F105W_Av20,F110W_Av20,F125W_Av20,F140W_Av20,F160W_Av20
3.72,4.0,-4.8599772,-3.980759,-2.2717886,-1.050718,-1.1141526,-0.9938741,-0.6308898,-0.29698807,-0.018627744,0.15326604,0.5784,0.63984174,0.96444726,1.0884879,1.241937,1.4344916,1.619532,-6.1448317,-5.1018443,-3.24598,-1.877576,-1.8291991,-1.659628,-1.2219266,-0.8197241,-0.48016492,-0.27695417,0.24896263,0.3364057,0.77615327,0.92146707,1.0988806,1.3139131,1.5175662,-7.3066487,-6.179328,-4.2160497,-2.7032304,-2.5427647,-2.324704,-1.8096883,-1.3384057,-0.9380352,-0.7060075,-0.07957374,0.034940276,0.58841145,0.75551116,0.9560624,1.1935673,1.4156728,-9.195821,-8.173095,-6.1420546,-4.3508806,-3.9656506,-3.6528356,-2.9756093,-2.3638244,-1.8432735,-1.5606556,-0.73392147,-0.5620185,0.21456927,0.42673352,0.67113686,0.95357126,1.2121016,-12.666401,-11.804041,-11.563642,-9.261483,-8.203699,-7.621355,-6.4020004,-5.3504324,-4.4847713,-4.0979004,-2.6749253,-2.3048732,-0.8941404,-0.53574586,-0.1780166,0.239082,0.6030941,-15.777697,-14.545994,-15.731483,-17.039812,-15.182446,-14.182842,-11.919845,-10.080164,-8.70292,-8.245986,-5.8369656,-5.0580025,-2.7018607,-2.0695996,-1.5750837,-0.9339358,-0.4063252,-20.569004,-19.316336,-20.46514,-24.177176,-27.328196,-25.282728,-22.460192,-18.909771,-16.76411,-16.311476,-11.917654,-10.143437,-6.1900473,-4.9433427,-4.306551,-3.2185004,-2.4047816
3.72,4.5,-4.870482,-3.9859948,-2.2859812,-1.0563756,-1.1288447,-0.9972952,-0.63518375,-0.29847264,-0.019203696,0.15504351,0.57991487,0.64117074,0.9653342,1.0890483,1.2422874,1.4339339,1.6179771,-6.1540513,-5.106729,-3.2608259,-1.8832362,-1.8437847,-1.6628896,-1.2262609,-0.8211596,-0.48056197,-0.27517617,0.25047046,0.33772373,0.7770378,0.9220156,1.099224,1.3133438,1.5160055,-7.3147945,-6.184025,-4.2315526,-2.7088916,-2.5572379,-2.327806,-1.8140675,-1.3397803,-0.9382607,-0.7042288,-0.0780729,0.036247496,0.58929354,0.75604767,0.9563988,1.1929865,1.4141061,-9.202735,-8.177376,-6.1588283,-4.356539,-3.979885,-3.6556182,-2.9800878,-2.3650458,-1.84318,-1.5588757,-0.73243415,-0.56073254,0.21544662,0.42724615,0.6714594,0.9529672,1.2105234,-12.66886,-11.803749,-11.579085,-9.267049,-8.217135,-7.6231937,-6.406785,-5.35103,-4.4839306,-4.0961146,-2.6734757,-2.3036466,-0.8932767,-0.53530395,-0.17773472,0.23840828,0.60148174,-15.776803,-14.544952,-15.730586,-17.043177,-15.194438,-14.183213,-11.924869,-10.079682,-8.701422,-8.2441845,-5.835567,-5.056851,-2.7010176,-2.0692675,-1.5748658,-0.93472517,-0.4079928,-20.56806,-19.315355,-20.464146,-24.176256,-27.32965,-25.281622,-22.464172,-18.908281,-16.76226,-16.309618,-11.916325,-10.142342,-6.189242,-4.943185,-4.306445,-3.2195103,-2.4065518
3.72,5.0,-4.9032345,-4.021784,-2.3380566,-1.0882599,-1.1500533,-1.0005716,-0.64003766,-0.29899174,-0.01785141,0.1601377,0.58462715,0.645636,0.9689381,1.0920694,1.2448592,1.4350758,1.6175264,-6.1825233,-5.142492,-3.3136334,-1.9149536,-1.8646154,-1.6659507,-1.2311826,-0.8215564,-0.47891995,-0.27008012,0.25517112,0.34217328,0.7806351,0.9250133,1.1017845,1.3144678,1.515546,-7.338341,-6.219411,-4.285061,-2.7404425,-2.5776954,-2.3306522,-1.8190613,-1.3400385,-0.9363413,-0.69913095,-0.07338369,0.04068149,0.59288436,0.75902206,0.958948,1.1940926,1.4136379,-9.2171545,-8.208899,-6.213493,-4.387755,-3.9996102,-3.6580377,-2.9852333,-2.364985,-1.8407463,-1.5537739,-0.72776747,-0.5563291,0.21902451,0.43017414,0.6739862,0.9540376,1.2100375,-12.670089,-11.803575,-11.621985,-9.297126,-8.234795,-7.624364,-6.4123487,-5.349814,-4.480297,-4.090999,-2.668872,-2.2993274,-0.88973606,-0.5325115,-0.17527394,0.23937115,0.6009439,-15.772959,-14.540907,-15.726919,-17.062735,-15.209103,-14.182473,-11.930628,-10.076647,-8.696743,-8.239036,-5.8310537,-5.0526376,-2.6975338,-2.0666807,-1.5725102,-0.9339394,-0.4086152,-20.564169,-19.311413,-20.460203,-24.172539,-27.328968,-25.277706,-22.46801,-18.903633,-16.757015,-16.304367,-11.911935,-10.138208,-6.1858544,-4.9409156,-4.3042765,-3.2190583,-2.407334
3.73,0.0,-5.9728603,-5.359417,-3.621574,-1.8364375,-1.1700922,-0.96656233,-0.57479995,-0.2309216,0.054476377,0.22614422,0.6359022,0.699156,1.0042135,1.1076074,1.2401348,1.3981113,1.5477877,-7.0112824,-6.4345064,-4.5828943,-2.6601408,-1.8781344,-1.6320862,-1.1647763,-0.7527794,-0.40714937,-0.20418243,0.30635557,0.3957734,0.81556576,0.93963665,1.0967481,1.2771317,1.4456713,-7.9116426,-7.436542,-5.5381036,-3.482639,-2.5850356,-2.2969565,-1.7515045,-1.2706438,-0.86511725,-0.6333426,-0.02228907,0.09436754,0.62747157,0.7727363,0.95359975,1.1563859,1.3436275,-9.403054,-9.1339655,-7.423118,-5.1239257,-3.995562,-3.6247475,-2.9154491,-2.2946117,-1.7705729,-1.4882054,-0.6768497,-0.502455,0.2529299,0.44209006,0.6680154,0.9155928,1.1397556,-12.618026,-11.809544,-12.296581,-10.011404,-8.20333,-7.592773,-6.3367767,-5.278252,-4.4128246,-4.0260897,-2.6184528,-2.2447877,-0.8578256,-0.5257742,-0.18309873,0.19874439,0.52984786,-15.716602,-14.485427,-15.676487,-17.5001,-15.148301,-14.1547575,-11.849255,-10.006369,-8.632226,-8.175178,-5.7813025,-4.9968843,-2.6687176,-2.0676,-1.5833449,-0.9780603,-0.48106816,-20.510696,-19.257385,-20.408203,-24.13324,-27.26285,-25.225449,-22.387321,-18.837774,-16.695251,-16.242249,-11.862723,-10.080917,-6.162187,-4.953123,-4.320631,-3.2694337,-2.4824786
3.73,0.5,-5.7769775,-5.096682,-3.340846,-1.6523185,-1.1247417,-0.9458745,-0.5693509,-0.23492178,0.0448426,0.21377774,0.62219113,0.6835759,0.9884547,1.0964543,1.2336823,1.399954,1.5581526,-6.8653092,-6.185088,-4.303726,-2.4766726,-1.8340427,-1.611628,-1.1599272,-0.7572457,-0.4170525,-0.21659788,0.2926395,0.3800805,0.79988104,0.9286944,1.0903715,1.279073,1.4560711,-7.8108845,-7.2086163,-5.2611446,-3.299829,-2.542147,-2.2767239,-1.7472371,-1.275563,-0.8752778,-0.6458064,-0.036010735,0.078558855,0.6118608,0.7620039,0.947299,1.1584256,1.3540621,-9.359249,-8.981683,-7.154294,-4.942469,-3.954923,-3.604954,-2.9122858,-2.3003929,-1.781211,-1.5007634,-0.6905841,-0.5185028,0.23746595,0.4317737,0.6618663,0.9178287,1.15026,-12.621248,-11.818828,-12.170138,-9.8354435,-8.168346,-7.5741963,-6.336405,-5.2862196,-4.424596,-4.03891,-2.6322396,-2.261589,-0.87285817,-0.53488505,-0.18879592,0.20156196,0.54056066,-15.73499,-14.504078,-15.694115,-17.403687,-15.120112,-14.137965,-11.851898,-10.016703,-8.6450815,-8.188355,-5.7952228,-5.0148935,-2.6830757,-2.0749085,-1.5883074,-0.97430575,-0.47001055,-20.52989,-19.276672,-20.427114,-24.148685,-27.273071,-25.23967,-22.393393,-18.850235,-16.708878,-16.255865,-11.877041,-10.100467,-6.175405,-4.9577303,-4.324242,-3.2639852,-2.4707468
3.73,1.0,-5.5265245,-4.8012953,-3.054,-1.4773487,-1.0851951,-0.9302213,-0.566086,-0.23937728,0.035637926,0.202268,0.60969615,0.66979194,0.9744612,1.0857726,1.2263032,1.3984507,1.562667,-6.67511,-5.904288,-4.0190144,-2.3023427,-1.7958063,-1.5961714,-1.1571499,-0.7620951,-0.4264803,-0.2281465,0.28014094,0.3662177,0.78593916,0.91816264,1.083048,1.2776387,1.4606104,-7.6793737,-6.949111,-4.9790406,-3.1261427,-2.5051634,-2.2614596,-1.7449322,-1.2807953,-0.88491887,-0.6573932,-0.048513193,0.06461524,0.5979703,0.7516214,0.94003105,1.1570599,1.3586262,-9.306403,-8.796742,-6.880206,-4.7700963,-3.920281,-3.5900617,-2.9108768,-2.306354,-1.7912478,-1.512425,-0.7030957,-0.53261346,0.22367765,0.4216874,0.65470904,0.9165999,1.1548736,-12.624184,-11.823171,-12.023815,-9.668111,-8.13958,-7.560318,-6.3372574,-5.2940297,-4.435572,-4.050778,-2.6447885,-2.2762275,-0.88634646,-0.5441127,-0.19562301,0.20073864,0.5453225,-15.7506695,-14.520016,-15.708985,-17.30494,-15.098334,-14.125516,-11.855188,-10.026511,-8.656951,-8.200503,-5.8078656,-5.030382,-2.6960955,-2.08285,-1.5945976,-0.97447824,-0.4650024,-20.546217,-19.293085,-20.443266,-24.16239,-27.282322,-25.251749,-22.399426,-18.861801,-16.721367,-16.268354,-11.889962,-10.117055,-6.1876335,-4.963735,-4.3295455,-3.2629876,-2.4652526
3.73,1.5,-5.2347255,-4.4967594,-2.7836335,-1.3220521,-1.0538336,-0.9205299,-0.5657214,-0.24470538,0.026739052,0.1916756,0.5986617,0.6579232,0.96259755,1.0763193,1.2192106,1.3955725,1.5641088,-6.44585,-5.6149683,-3.751181,-2.1476338,-1.7657151,-1.5866328,-1.157149,-0.7677254,-0.4355383,-0.23876308,0.26910523,0.35429794,0.7741122,0.90881765,1.0759964,1.2748094,1.4620701,-7.516899,-6.679736,-4.7140474,-2.972023,-2.4762866,-2.2520702,-1.7452834,-1.2867188,-0.89412886,-0.6680336,-0.059550494,0.052642968,0.58617985,0.7423843,0.93302035,1.1542794,1.3601037,-9.243159,-8.594533,-6.6228137,-4.617169,-3.8936732,-3.5809586,-2.911895,-2.312834,-1.8007394,-1.5231116,-0.714137,-0.5446945,0.21195988,0.41266423,0.6477801,0.91391635,1.1563871,-12.627379,-11.822753,-11.872171,-9.519552,-8.11865,-7.5519776,-6.3399544,-5.3019104,-4.4457283,-4.061592,-2.6558487,-2.2886536,-0.8978512,-0.5525151,-0.20230836,0.19834164,0.54694355,-15.763735,-14.533282,-15.721155,-17.211924,-15.084083,-14.1181965,-11.859684,-10.035876,-8.667727,-8.211488,-5.8189807,-5.04337,-2.7072682,-2.090321,-1.6008868,-0.97641635,-0.4632016,-20.559715,-19.306665,-20.456656,-24.17406,-27.290989,-25.262054,-22.405895,-18.872395,-16.732555,-16.279547,-11.90125,-10.130778,-6.198246,-4.969799,-4.335106,-3.2641046,-2.463095
3.73,2.0,-4.937774,-4.210352,-2.5453665,-1.1912905,-1.0308474,-0.9159228,-0.5677785,-0.25064504,0.018278802,0.18209888,0.5891316,0.64788747,0.9528123,1.0682966,1.2128943,1.3922915,1.5639435,-6.2028728,-5.342619,-3.5155482,-2.0173852,-1.7438841,-1.5821328,-1.159462,-0.7738855,-0.44409987,-0.24835198,0.25957614,0.34423172,0.7643536,0.9008738,1.0697101,1.271563,1.4619178,-7.33751,-6.424523,-4.481233,-2.8422878,-2.4555593,-2.2476735,-1.7478441,-1.2930919,-0.902787,-0.6776344,-0.069078706,0.04254537,0.5764478,0.73451906,0.9267643,1.1510677,1.3599646,-9.171536,-8.394742,-6.3968844,-4.4884663,-3.8750067,-3.5767581,-2.914925,-2.319609,-1.8095757,-1.5327355,-0.72366405,-0.5548574,0.2022805,0.40495494,0.64158434,0.91077375,1.1562738,-12.630873,-11.818525,-11.729028,-9.394485,-8.105122,-7.5482845,-6.3441653,-5.3096795,-4.45498,-4.071279,-2.665377,-2.2990258,-0.9073762,-0.5597719,-0.20832464,0.19540282,0.5469086,-15.774474,-14.544152,-15.730942,-17.130001,-15.076517,-14.115131,-11.865158,-10.0446615,-8.677356,-8.221258,-5.8285275,-5.0540876,-2.7165532,-2.096899,-1.6066114,-0.97902983,-0.46310547,-20.570696,-19.317715,-20.467562,-24.183758,-27.299114,-25.270828,-22.412687,-18.881933,-16.742413,-16.289413,-11.910884,-10.141959,-6.2071266,-4.97535,-4.3402934,-3.2661383,-2.4627366
3.73,2.5,-4.677765,-3.9669182,-2.3494205,-1.0857302,-1.0159271,-0.9154294,-0.5715167,-0.25660133,0.010774308,0.17402692,0.5814317,0.6398862,0.94514483,1.0618669,1.2076576,1.3891183,1.5628918,-5.9822593,-5.1102166,-3.3220193,-1.912253,-1.7299591,-1.5817007,-1.163358,-0.7799866,-0.45165232,-0.2564257,0.25187784,0.33621275,0.7567048,0.8944997,1.0644947,1.2684131,1.460875,-7.1675534,-6.205176,-4.29023,-2.7375827,-2.4425848,-2.2473,-1.751893,-1.299332,-0.9103848,-0.6857098,-0.07677549,0.0345081,0.56881773,0.72820026,0.9215702,1.1479409,1.3589306,-9.099835,-8.216972,-6.21172,-4.3846154,-3.863803,-3.5764928,-2.9192646,-2.3261077,-1.817256,-1.5408138,-0.7313581,-0.56293285,0.19468762,0.39874572,0.6364328,0.9076929,1.1552576,-12.634514,-11.811846,-11.605507,-9.29355,-8.098307,-7.548276,-6.349238,-5.316797,-4.4628444,-4.0793633,-2.673066,-2.307225,-0.9148605,-0.56566316,-0.21334928,0.19245774,0.5459461,-15.782897,-14.552635,-15.73843,-17.061518,-15.074693,-14.115377,-11.871013,-10.052359,-8.68537,-8.229346,-5.8362184,-5.0624933,-2.7238686,-2.1023133,-1.6114296,-0.981759,-0.46397746,-20.579216,-19.32629,-20.476034,-24.191393,-27.30648,-25.278017,-22.419285,-18.889957,-16.750488,-16.297499,-11.918615,-10.150646,-6.214159,-4.980042,-4.3447313,-3.2684855,-2.4634254
3.73,3.0,-4.4865546,-3.7848017,-2.2017272,-1.0051117,-1.0088404,-0.9177435,-0.5759352,-0.2617894,0.004700667,0.16784602,0.5757187,0.6339927,0.93956846,1.0571088,1.2036947,1.3863941,1.5614157,-5.815596,-4.9349184,-3.1762362,-1.8319775,-1.72367,-1.5840223,-1.167852,-0.785265,-0.45773435,-0.26260462,0.24616669,0.3303093,0.75114137,0.88977855,1.0605459,1.2657021,1.4594038,-7.034689,-6.038135,-4.146428,-2.6576478,-2.4370549,-2.2496269,-1.7564615,-1.3046954,-0.91647416,-0.6918867,-0.082484886,0.028594336,0.56326705,0.7235159,0.9176353,1.1452433,1.3574644,-9.040639,-8.077325,-6.0723867,-4.30536,-3.8596818,-3.5788236,-2.9239767,-2.3316252,-1.8233576,-1.5469865,-0.7370642,-0.5688683,0.18916231,0.3941344,0.63252574,0.9050216,1.1538018,-12.638222,-11.804622,-11.509242,-9.216542,-8.097627,-7.5505695,-6.35433,-5.3226523,-4.468965,-4.085522,-2.6787636,-2.3132312,-0.9203116,-0.57006305,-0.21717326,0.18986341,0.54452115,-15.789067,-14.558803,-15.7437725,-17.007875,-15.077784,-14.117492,-11.876533,-10.058467,-8.691486,-8.23548,-5.841909,-5.06862,-2.7292051,-2.1063972,-1.6151185,-0.98423225,-0.46534958,-20.585388,-19.332502,-20.482168,-24.196972,-27.312897,-25.283472,-22.425125,-18.896116,-16.756565,-16.303589,-11.924316,-10.1569395,-6.2193046,-4.983649,-4.348171,-3.270749,-2.464688
3.73,3.5,-4.370926,-3.6681902,-2.1037922,-0.9488653,-1.0082506,-0.92106384,-0.57990956,-0.26536065,7.215977E-4,0.16422059,0.5723424,0.6304752,0.9361946,1.0542012,1.2012542,1.3845295,1.5600975,-5.713018,-4.8213105,-3.0796242,-1.7759879,-1.7236464,-1.5873027,-1.171849,-0.7888857,-0.46168697,-0.2662286,0.24279009,0.326784,0.7477752,0.88689256,1.0581132,1.263843,1.4580876,-6.9510202,-5.9285784,-4.0511937,-2.6019135,-2.4375675,-2.2528653,-1.7604827,-1.3083601,-0.92040104,-0.6955091,-0.08586179,0.025061047,0.5599087,0.72065127,0.9152103,1.1433896,1.3561502,-9.002032,-7.9830556,-5.9802384,-4.2501307,-3.861181,-3.581973,-2.92805,-2.3353622,-1.8272352,-1.5506055,-0.7404417,-0.57241815,0.18581925,0.3913122,0.63011634,0.90317863,1.1524913,-12.641495,-11.798373,-11.444423,-9.162937,-8.101478,-7.553418,-6.3585725,-5.3264985,-4.47272,-4.0891304,-2.6821432,-2.3168335,-0.9236099,-0.5727628,-0.2195364,0.18805125,0.54322267,-15.792842,-14.562529,-15.746919,-16.969723,-15.084042,-14.119777,-11.880996,-10.062286,-8.69512,-8.239068,-5.8452935,-5.0723076,-2.7324343,-2.1089146,-1.6174059,-0.9859977,-0.46662664,-20.589128,-19.336266,-20.485876,-24.200329,-27.317825,-25.286821,-22.429604,-18.89978,-16.760107,-16.307135,-11.927718,-10.160735,-6.2224193,-4.985893,-4.3503184,-3.2724395,-2.4659178
3.73,4.0,-4.3266964,-3.615774,-2.058193,-0.91912717,-1.0156405,-0.9258025,-0.58380127,-0.26732942,-9.3671086E-4,0.16365026,0.5718397,0.62981,0.93527895,1.0533382,1.2004789,1.3834432,1.5585798,-5.6734066,-4.769135,-3.034839,-1.7463989,-1.7313398,-1.5919422,-1.1757084,-0.79084706,-0.46326038,-0.26679486,0.2422838,0.32610902,0.74686164,0.88603294,1.0573382,1.2627513,1.4565672,-6.9185824,-5.8773355,-4.0072627,-2.5724719,-2.4455435,-2.2574043,-1.7643144,-1.3103079,-0.9218927,-0.6960713,-0.086371616,0.024376202,0.5589971,0.7197951,0.9144357,1.1422924,1.3546271,-8.988233,-7.937532,-5.938197,-4.220979,-3.8696623,-3.5863085,-2.9318397,-2.3372655,-1.828574,-1.5511597,-0.7409585,-0.5731229,0.18491179,0.3904627,0.6293424,0.9020703,1.1509631,-12.644516,-11.794242,-11.415605,-9.134678,-8.111059,-7.557126,-6.362312,-5.328171,-4.4736934,-4.089661,-2.6826801,-2.317598,-0.9245056,-0.5735938,-0.22030815,0.18690865,0.54167944,-15.793887,-14.563464,-15.747606,-16.949028,-15.094466,-14.1224375,-11.884723,-10.063489,-8.695755,-8.239562,-5.84586,-5.0731606,-2.733312,-2.1097202,-1.6181737,-0.987199,-0.46819305,-20.590126,-19.337269,-20.486849,-24.201153,-27.321182,-25.287817,-22.432909,-18.900465,-16.760532,-16.307566,-11.92833,-10.161691,-6.22327,-4.986666,-4.351077,-3.273759,-2.467523
3.73,4.5,-4.3348193,-3.614298,-2.0592,-0.9170398,-1.0306773,-0.93118525,-0.58796674,-0.26847732,-0.0012684811,0.1651821,0.57332945,0.63112676,0.9361426,1.053954,1.2009156,1.3830028,1.5571144,-5.680831,-4.766559,-3.0363967,-1.7443445,-1.746388,-1.5971715,-1.1798335,-0.79195166,-0.46344823,-0.2652584,0.24376711,0.3274153,0.7477235,0.88663954,1.0577698,1.2622988,1.4550964,-6.925468,-5.8739977,-4.0093956,-2.5704496,-2.4605923,-2.2624798,-1.7684062,-1.3113604,-0.92194206,-0.6945302,-0.084894694,0.025671927,0.5598572,0.7203924,0.9148622,1.1418277,1.353151,-8.994863,-7.9336915,-5.9415264,-4.219017,-3.8846838,-3.5910745,-2.9358828,-2.3381906,-1.8283647,-1.5496093,-0.7394941,-0.57184803,0.18576823,0.39104137,0.62975883,0.9015814,1.149476,-12.64758,-11.792978,-11.421057,-9.13285,-8.125812,-7.5609646,-6.366306,-5.328591,-4.472869,-4.0880823,-2.6812506,-2.316383,-0.92365974,-0.5730704,-0.21992144,0.18634674,0.5401608,-15.793015,-14.562435,-15.746657,-16.947195,-15.108394,-14.124793,-11.888684,-10.063041,-8.694369,-8.237935,-5.8444796,-5.0720263,-2.732483,-2.1092832,-1.6178344,-0.9878824,-0.4697624,-20.589174,-19.336308,-20.485865,-24.200167,-27.32343,-25.287014,-22.43606,-18.899157,-16.758802,-16.305838,-11.927018,-10.160634,-6.222473,-4.986367,-4.350823,-3.2746742,-2.4691856
3.73,5.0,-4.370182,-3.6445632,-2.097132,-0.93997544,-1.0516293,-0.93575734,-0.5915876,-0.26788116,8.239055E-4,0.17019776,0.5780879,0.6356465,0.93971217,1.0569308,1.2033894,1.3839425,1.5563176,-5.712738,-4.7958155,-3.0749252,-1.7671847,-1.7670676,-1.6015376,-1.1834303,-0.7912612,-0.46113083,-0.26023853,0.24851438,0.33191934,0.75128585,0.88959175,1.0602326,1.2632186,1.4542907,-6.952866,-5.902231,-4.0485177,-2.593195,-2.4809988,-2.26664,-1.7719865,-1.3105633,-0.91940856,-0.6895061,-0.08015851,0.030160489,0.56341237,0.72332007,0.9173142,1.1427277,1.3523364,-9.01211,-7.958461,-5.9817276,-4.2415724,-3.9045446,-3.5948234,-2.9394495,-2.337149,-1.8254288,-1.5445765,-0.7347797,-0.56739,0.18930924,0.3939203,0.63218904,0.9024416,1.148644,-12.649228,-11.792449,-11.4547415,-9.154739,-8.144069,-7.5634995,-6.3699145,-5.326662,-4.4689827,-4.0830216,-2.676598,-2.3120108,-0.9201602,-0.57033384,-0.21755563,0.18708767,0.53927654,-15.789126,-14.558345,-15.742932,-16.96183,-15.124186,-14.125438,-11.892277,-10.059697,-8.689629,-8.232821,-5.8399158,-5.067767,-2.7290478,-2.1067626,-1.6155721,-0.9873379,-0.47073123,-20.585234,-19.332338,-20.481892,-24.196373,-27.323317,-25.283272,-22.438288,-18.89451,-16.75356,-16.300598,-11.922579,-10.156479,-6.2191486,-4.9841795,-4.3487473,-3.274499,-2.4703133
3.74,0.0,-5.665212,-5.046469,-3.3874257,-1.7048866,-1.0324107,-0.8576813,-0.5047203,-0.18921182,0.07628371,0.23724154,0.6218875,0.68300754,0.9705654,1.0665045,1.1906424,1.3375719,1.4766189,-6.7614594,-6.146765,-4.352027,-2.5295074,-1.74071,-1.5237417,-1.0962864,-0.71242887,-0.38653556,-0.1934482,0.29219097,0.37942713,0.7817593,0.89816684,1.0471483,1.2164664,1.3744597,-7.7151856,-7.181357,-5.3107705,-3.3529203,-2.447881,-2.1891475,-1.6845621,-1.2316344,-0.8456589,-0.6229684,-0.03660381,0.07782409,0.5935076,0.7309025,0.9038927,1.095595,1.2723731,-9.278086,-8.971343,-7.2051506,-4.996039,-3.8589814,-3.5180056,-2.851461,-2.2582133,-1.753301,-1.4785403,-0.69146484,-0.5193891,0.21865308,0.39953852,0.6180945,0.8545518,1.0684162,-12.586862,-11.81778,-12.198074,-9.889783,-8.068672,-7.4891768,-6.280361,-5.248906,-4.4010396,-4.018441,-2.6339586,-2.2628362,-0.893015,-0.5703746,-0.23365484,0.13696201,0.4582552,-15.735469,-14.506405,-15.697134,-17.436628,-15.017358,-14.056379,-11.801238,-9.985801,-8.626396,-8.170415,-5.798183,-5.016464,-2.7053137,-2.115175,-1.634927,-1.0410357,-0.553078,-20.534744,-19.281294,-20.433065,-24.161795,-27.247341,-25.226099,-22.350782,-18.828255,-16.69489,-16.2414,-11.88159,-10.102287,-6.2010803,-5.004928,-4.374076,-3.3345616,-2.5553005
3.74,0.5,-5.44674,-4.788652,-3.1263921,-1.5326157,-0.9990237,-0.84703916,-0.50588006,-0.19724943,0.06490831,0.22431046,0.60992664,0.6688568,0.9562517,1.0572658,1.1867899,1.3424598,1.4902683,-6.595642,-5.901594,-4.092363,-2.3578544,-1.7084994,-1.5132891,-1.0979129,-0.72076946,-0.39804778,-0.20638919,0.280234,0.36514828,0.76753247,0.88916564,1.0433779,1.221457,1.3881435,-7.600916,-6.954828,-5.0529814,-3.1818922,-2.4167917,-2.1788816,-1.6866401,-1.2402678,-0.85730076,-0.6359189,-0.04855758,0.06341342,0.57936734,0.7221377,0.90020424,1.1006882,1.2860912,-9.233276,-8.81101,-6.9539943,-4.826293,-3.8299792,-3.5081043,-2.8543932,-2.2673993,-1.76518,-1.4915092,-0.70341414,-0.5340732,0.20468518,0.39124236,0.61456984,0.85984933,1.0822028,-12.592051,-11.825025,-12.0676,-9.725093,-8.044852,-7.4802957,-6.285431,-5.259458,-4.413457,-4.031458,-2.6459117,-2.2783906,-0.9064768,-0.5773151,-0.23669142,0.14286497,0.47224632,-15.753185,-14.524205,-15.713776,-17.341858,-14.999582,-14.049003,-11.808551,-9.997725,-8.639266,-8.183488,-5.810205,-5.033435,-2.7179844,-2.1200953,-1.6371698,-1.0341586,-0.53874856,-20.553173,-19.299793,-20.451118,-24.175863,-27.258564,-25.241161,-22.360434,-18.841148,-16.707975,-16.254519,-11.893957,-10.121087,-6.212422,-5.006843,-4.374859,-3.325928,-2.5403094
3.74,1.0,-5.1663785,-4.4955254,-2.8567626,-1.3655527,-0.96888834,-0.8394486,-0.50781345,-0.20484607,0.05434069,0.2123268,0.5987647,0.6561324,0.9431465,1.047813,1.1811231,1.3429978,1.497002,-6.375927,-5.623329,-3.8246882,-2.1913726,-1.6796249,-1.5058607,-1.1002218,-0.7286327,-0.40873784,-0.21838206,0.26907548,0.35233173,0.7544876,0.879882,1.037771,1.2220671,1.3949014,-7.4457316,-6.6961107,-4.7876315,-3.0159965,-2.3891199,-2.1716123,-1.689312,-1.2483891,-0.8681071,-0.6479208,-0.059713088,0.050502066,0.5663825,0.71302223,0.8946575,1.1013699,1.2928731,-9.173489,-8.6184635,-6.695497,-4.661595,-3.8045464,-3.5011427,-2.8577511,-2.2760088,-1.7761996,-1.5035278,-0.7145651,-0.54718155,0.19181989,0.38246033,0.6091429,0.86067384,1.0890329,-12.596627,-11.82721,-11.918409,-9.5649605,-8.02498,-7.4741774,-6.2905006,-5.269282,-4.424964,-4.04352,-2.6570616,-2.2921288,-0.9189913,-0.5851315,-0.24176097,0.14411198,0.47922072,-15.768464,-14.539598,-15.727963,-17.243338,-14.986159,-14.04407,-11.815414,-10.008789,-8.651186,-8.195598,-5.821398,-5.0482054,-2.7299511,-2.1264694,-1.6416577,-1.0322347,-0.5315342,-20.569056,-19.315744,-20.466759,-24.188707,-27.268818,-25.254074,-22.369186,-18.853094,-16.720087,-16.26666,-11.905387,-10.137213,-6.223468,-5.0110593,-4.378276,-3.3227918,-2.5326207
