logTeff,logg,F218W,F225W,F275W,F336W,F390W,F438W,F475W,F555W,F606W,F625W,F775W,F814W,F105W,F110W,F125W,F140W,F160W,F218W_Av0.5,F225W_Av0.5,F275W_Av0.5,F336W_Av0.5,F390W_Av0.5,F438W_Av0.5,F475W_Av0.5,F555W_Av0.5,F606W_Av0.5,F625W_Av0.5,F775W_Av0.5,F814W_Av0.5,F105W_Av0.5,F110W_Av0.5,F125W_Av0.5,F140W_Av0.5,F160W_Av0.5,F218W_Av1,F225W_Av1,F275W_Av1,F336W_Av1,F390W_Av1,F438W_Av1,F475W_Av1,F555W_Av1,F606W_Av1,F625W_Av1,F775W_Av1,F814W_Av1,F105W_Av1,F110W_Av1,F125W_Av1,F140W_Av1,F160W_Av1,F218W_Av2,F225W_Av2,F275W_Av2,F336W_Av2,F390W_Av2,F438W_Av2,F475W_Av2,F555W_Av2,F606W_Av2,F625W_Av2,F775W_Av2,F814W_Av2,F105W_Av2,F110W_Av2,F125W_Av2,F140W_Av2,F160W_Av2,F218W_Av5,F225W_Av5,F275W_Av5,F336W_Av5,F390W_Av5,F438W_Av5,F475W_Av5,F555W_Av5,F606W_Av5,F625W_Av5,F775W_Av5,F814W_Av5,F105W_Av5,F110W_Av5,F125W_Av5,F140W_Av5,F160W_Av5,F218W_Av10,F225W_Av10,F275W_Av10,F336W_Av10,F390W_Av10,F438W_Av10,F475W_Av10,F555W_Av10,F606W_Av10,F625W_Av10,F775W_Av10,F814W_Av10,F105W_Av10,F110W_Av10,F125W_Av10,F140W_Av10,F160W_Av10,F218W_Av20,F225W_Av20,F275W_Av20,F336W_Av20,F390W_Av20,F438W_Av20,F475W_Av20,F555W_Av20,F606W_Av20,F625W_Av20,F775W_Av20,F814W_Av20,F105W_Av20,F110W_Av20,F125W_Av20,F140W_Av20,F160W_Av20
4.0,4.0,-0.25978443,-0.23569512,-0.2019215,-0.20536901,-0.12387486,-0.27429166,-0.3018265,-0.32799917,-0.32186753,-0.32824796,-0.33088392,-0.31173533,-0.32124048,-0.32543412,-0.34142122,-0.32834512,-0.30844563,-1.7263932,-1.5501986,-1.2260695,-1.0395952,-0.839175,-0.945854,-0.9117822,-0.8683129,-0.80133545,-0.7640725,-0.6631654,-0.61906517,-0.5127074,-0.49941614,-0.48632473,-0.45089647,-0.4110366,-3.1738696,-2.8301418,-2.243186,-1.8726381,-1.5532393,-1.616752,-1.518172,-1.4045659,-1.2767712,-1.1987032,-0.99456304,-0.9244206,-0.7036106,-0.6722851,-0.6309878,-0.573211,-0.51355255,-5.982209,-5.2888513,-4.257756,-3.5351331,-2.977811,-2.9565513,-2.7202353,-2.4648578,-2.2158093,-2.0643992,-1.6546738,-1.5291122,-1.0837336,-1.0147146,-0.91959417,-0.8171312,-0.7183618,-12.4347515,-11.648025,-10.140871,-8.492846,-7.2255325,-6.959987,-6.24283,-5.5500836,-4.9453588,-4.6335144,-3.6130822,-3.2941618,-2.2108316,-2.0163045,-1.7796868,-1.5432546,-1.3310428,-16.762997,-15.588014,-16.71225,-16.575941,-14.231663,-13.579648,-11.872959,-10.4110565,-9.263864,-8.828417,-6.8030906,-6.077778,-4.047042,-3.6071343,-3.1944387,-2.7350044,-2.346494,-21.675161,-20.416742,-21.583216,-25.354723,-27.540403,-25.837734,-22.560114,-19.412716,-17.419985,-16.959723,-12.9279585,-11.196924,-7.5818253,-6.5613327,-5.9580307,-5.0533776,-4.356685
4.0,4.5,-0.22753717,-0.20041198,-0.16602567,-0.17425576,-0.14160867,-0.2853443,-0.30975342,-0.33231705,-0.3230698,-0.32714638,-0.3253384,-0.30932254,-0.31904203,-0.32210305,-0.3360561,-0.3223062,-0.3024284,-1.6940259,-1.5145656,-1.1902515,-1.008533,-0.8569412,-0.95685875,-0.91952175,-0.87243146,-0.8023264,-0.76290315,-0.6576158,-0.61682844,-0.51046824,-0.4960078,-0.48094493,-0.44485602,-0.40502125,-3.1415527,-2.7942414,-2.2074502,-1.841628,-1.571015,-1.6277088,-1.525724,-1.4084837,-1.2775532,-1.1974661,-0.9890101,-0.92236423,-0.7013308,-0.66880006,-0.62559336,-0.56716913,-0.50753903,-5.9514065,-5.252789,-4.2222066,-3.50423,-2.9955442,-2.9674122,-2.7274146,-2.4683728,-2.216184,-2.0630279,-1.6491166,-1.5274274,-1.0813731,-1.0110785,-0.9141705,-0.8110868,-0.7123521,-12.434897,-11.624911,-10.106979,-8.462305,-7.242771,-6.9705625,-6.2489595,-5.5524306,-4.9446397,-4.631752,-3.6075342,-3.2936325,-2.2082348,-2.0122378,-1.7741765,-1.5372047,-1.3250443,-16.76705,-15.590366,-16.711723,-16.54796,-14.247491,-13.589769,-11.877759,-10.411799,-9.261853,-8.826075,-6.7976413,-6.0789976,-4.04408,-3.6024501,-3.1887891,-2.728953,-2.340513,-21.678175,-20.41907,-21.58484,-25.351765,-27.550522,-25.846697,-22.563574,-19.411478,-17.416767,-16.956564,-12.923017,-11.199789,-7.5782743,-6.555817,-5.9521313,-5.0473456,-4.3507333
4.0,5.0,-0.18073234,-0.15145244,-0.11754867,-0.13295172,-0.16404736,-0.30048135,-0.3202986,-0.33776048,-0.32429802,-0.32528564,-0.31765354,-0.30526495,-0.3163416,-0.3179838,-0.32922295,-0.31462634,-0.29481795,-1.6472765,-1.4654393,-1.1418735,-0.96730334,-0.879516,-0.97192544,-0.9297976,-0.87760055,-0.803273,-0.7609549,-0.6499136,-0.61297685,-0.50771385,-0.49178377,-0.4740929,-0.4371746,-0.39741352,-3.0951095,-2.7450228,-2.1591766,-1.8004736,-1.5936922,-1.6427051,-1.5357307,-1.4133769,-1.2782216,-1.1954308,-0.98129106,-0.91872483,-0.6985227,-0.6644723,-0.61872256,-0.55948627,-0.49993405,-5.907507,-5.203739,-4.1741705,-3.4632294,-3.0183349,-2.9822679,-2.736888,-2.4727137,-2.2163107,-2.0608191,-1.6413653,-1.5242288,-1.0784583,-1.0065467,-0.9072621,-0.8034014,-0.7047525,-12.434087,-11.592827,-10.061055,-8.421809,-7.265335,-6.9850006,-6.256939,-5.555179,-4.9433208,-4.6290407,-3.5997002,-3.2918384,-2.2050078,-2.0071282,-1.7671568,-1.5295148,-1.3174608,-16.77074,-15.592301,-16.7098,-16.510788,-14.268649,-13.603544,-11.883867,-10.412385,-9.258842,-8.8226185,-6.7897305,-6.0794516,-4.0403714,-3.5965204,-3.1815908,-2.7212646,-2.3329546,-21.681084,-20.421516,-21.586393,-25.34798,-27.563215,-25.857517,-22.56784,-19.40945,-17.412195,-16.952065,-12.915223,-11.202752,-7.5737934,-6.5487986,-5.9446125,-5.039691,-4.3432164
4.01,0.0,-0.007965061,0.010923577,0.061734766,0.04260347,-0.21410657,-0.42503935,-0.41969934,-0.413713,-0.3852155,-0.375753,-0.3554345,-0.34838262,-0.4053235,-0.40414792,-0.4105837,-0.39806837,-0.38388672,-1.4779923,-1.3041338,-0.9617616,-0.7920521,-0.9336253,-1.0960994,-1.0278391,-0.9524547,-0.86328375,-0.8112095,-0.68756616,-0.65647346,-0.5965939,-0.57776666,-0.55542004,-0.52067953,-0.48651403,-2.930476,-2.5842464,-1.9783083,-1.625525,-1.6516997,-1.766496,-1.6324227,-1.4871359,-1.3373442,-1.245474,-1.0188109,-0.96262723,-0.7873014,-0.7502753,-0.7000161,-0.64305484,-0.5890659,-5.7596364,-5.0429893,-3.9920316,-3.288883,-3.0836844,-3.1052966,-2.83093,-2.5443084,-2.2737255,-2.110445,-1.6786071,-1.5690238,-1.1670357,-1.091995,-0.98848855,-0.88709897,-0.7939457,-12.472041,-11.49135,-9.88203,-8.249347,-7.3491926,-7.1057935,-6.3437376,-5.620747,-4.9963264,-4.6774735,-3.6360075,-3.3399408,-2.2929976,-2.0915644,-1.8481842,-1.6136132,-1.4068295,-16.83116,-15.654946,-16.755001,-16.35513,-14.373111,-13.720845,-11.962,-10.470362,-9.307056,-8.869334,-6.82418,-6.1346655,-4.1274576,-3.6795032,-3.2622962,-2.8060684,-2.4225895,-21.75268,-20.498493,-21.664722,-25.42096,-27.659214,-25.941542,-22.639004,-19.45998,-17.456547,-16.996489,-12.945312,-11.272731,-7.6594496,-6.6298246,-6.0247355,-5.1259665,-4.433292
4.01,0.5,-0.007965061,0.010923577,0.061734766,0.04260347,-0.21410657,-0.42503935,-0.41969934,-0.413713,-0.3852155,-0.375753,-0.3554345,-0.34838262,-0.4053235,-0.40414792,-0.4105837,-0.39806837,-0.38388672,-1.4779923,-1.3041338,-0.9617616,-0.7920521,-0.9336253,-1.0960994,-1.0278391,-0.9524547,-0.86328375,-0.8112095,-0.68756616,-0.65647346,-0.5965939,-0.57776666,-0.55542004,-0.52067953,-0.48651403,-2.930476,-2.5842464,-1.9783083,-1.625525,-1.6516997,-1.766496,-1.6324227,-1.4871359,-1.3373442,-1.245474,-1.0188109,-0.96262723,-0.7873014,-0.7502753,-0.7000161,-0.64305484,-0.5890659,-5.7596364,-5.0429893,-3.9920316,-3.288883,-3.0836844,-3.1052966,-2.83093,-2.5443084,-2.2737255,-2.110445,-1.6786071,-1.5690238,-1.1670357,-1.091995,-0.98848855,-0.88709897,-0.7939457,-12.472041,-11.49135,-9.88203,-8.249347,-7.3491926,-7.1057935,-6.3437376,-5.620747,-4.9963264,-4.6774735,-3.6360075,-3.3399408,-2.2929976,-2.0915644,-1.8481842,-1.6136132,-1.4068295,-16.83116,-15.654946,-16.755001,-16.35513,-14.373111,-13.720845,-11.962,-10.470362,-9.307056,-8.869334,-6.82418,-6.1346655,-4.1274576,-3.6795032,-3.2622962,-2.8060684,-2.4225895,-21.75268,-20.498493,-21.664722,-25.42096,-27.659214,-25.941542,-22.639004,-19.45998,-17.456547,-16.996489,-12.945312,-11.272731,-7.6594496,-6.6298246,-6.0247355,-5.1259665,-4.433292
4.01,1.0,-0.007965061,0.010923577,0.061734766,0.04260347,-0.21410657,-0.42503935,-0.41969934,-0.413713,-0.3852155,-0.375753,-0.3554345,-0.34838262,-0.4053235,-0.40414792,-0.4105837,-0.39806837,-0.38388672,-1.4779923,-1.3041338,-0.9617616,-0.7920521,-0.9336253,-1.0960994,-1.0278391,-0.9524547,-0.86328375,-0.8112095,-0.68756616,-0.65647346,-0.5965939,-0.57776666,-0.55542004,-0.52067953,-0.48651403,-2.930476,-2.5842464,-1.9783083,-1.625525,-1.6516997,-1.766496,-1.6324227,-1.4871359,-1.3373442,-1.245474,-1.0188109,-0.96262723,-0.7873014,-0.7502753,-0.7000161,-0.64305484,-0.5890659,-5.7596364,-5.0429893,-3.9920316,-3.288883,-3.0836844,-3.1052966,-2.83093,-2.5443084,-2.2737255,-2.110445,-1.6786071,-1.5690238,-1.1670357,-1.091995,-0.98848855,-0.88709897,-0.7939457,-12.472041,-11.49135,-9.88203,-8.249347,-7.3491926,-7.1057935,-6.3437376,-5.620747,-4.9963264,-4.6774735,-3.6360075,-3.3399408,-2.2929976,-2.0915644,-1.8481842,-1.6136132,-1.4068295,-16.83116,-15.654946,-16.755001,-16.35513,-14.373111,-13.720845,-11.962,-10.470362,-9.307056,-8.869334,-6.82418,-6.1346655,-4.1274576,-3.6795032,-3.2622962,-2.8060684,-2.4225895,-21.75268,-20.498493,-21.664722,-25.42096,-27.659214,-25.941542,-22.639004,-19.45998,-17.456547,-16.996489,-12.945312,-11.272731,-7.6594496,-6.6298246,-6.0247355,-5.1259665,-4.433292
4.01,1.5,-0.007965061,0.010923577,0.061734766,0.04260347,-0.21410657,-0.42503935,-0.41969934,-0.413713,-0.3852155,-0.375753,-0.3554345,-0.34838262,-0.4053235,-0.40414792,-0.4105837,-0.39806837,-0.38388672,-1.4779923,-1.3041338,-0.9617616,-0.7920521,-0.9336253,-1.0960994,-1.0278391,-0.9524547,-0.86328375,-0.8112095,-0.68756616,-0.65647346,-0.5965939,-0.57776666,-0.55542004,-0.52067953,-0.48651403,-2.930476,-2.5842464,-1.9783083,-1.625525,-1.6516997,-1.766496,-1.6324227,-1.4871359,-1.3373442,-1.245474,-1.0188109,-0.96262723,-0.7873014,-0.7502753,-0.7000161,-0.64305484,-0.5890659,-5.7596364,-5.0429893,-3.9920316,-3.288883,-3.0836844,-3.1052966,-2.83093,-2.5443084,-2.2737255,-2.110445,-1.6786071,-1.5690238,-1.1670357,-1.091995,-0.98848855,-0.88709897,-0.7939457,-12.472041,-11.49135,-9.88203,-8.249347,-7.3491926,-7.1057935,-6.3437376,-5.620747,-4.9963264,-4.6774735,-3.6360075,-3.3399408,-2.2929976,-2.0915644,-1.8481842,-1.6136132,-1.4068295,-16.83116,-15.654946,-16.755001,-16.35513,-14.373111,-13.720845,-11.962,-10.470362,-9.307056,-8.869334,-6.82418,-6.1346655,-4.1274576,-3.6795032,-3.2622962,-2.8060684,-2.4225895,-21.75268,-20.498493,-21.664722,-25.42096,-27.659214,-25.941542,-22.639004,-19.45998,-17.456547,-16.996489,-12.945312,-11.272731,-7.6594496,-6.6298246,-6.0247355,-5.1259665,-4.433292
4.01,2.0,-0.1170959,-0.10701026,-0.075422525,-0.09475905,-0.15985548,-0.34881225,-0.3626711,-0.37644443,-0.3632766,-0.3647776,-0.36442718,-0.34910303,-0.3885433,-0.3921773,-0.40692022,-0.39622903,-0.38047627,-1.5867767,-1.4237194,-1.099385,-0.92926383,-0.87737495,-1.0201547,-0.97189236,-0.9162128,-0.8423456,-0.80053335,-0.6966359,-0.6566998,-0.57997763,-0.56611145,-0.55182064,-0.518827,-0.48308823,-3.0383546,-2.7055051,-2.1163502,-1.7625846,-1.593567,-1.6908334,-1.5775537,-1.4519233,-1.3173923,-1.235096,-1.0279571,-0.96233904,-0.77084845,-0.73893327,-0.6964807,-0.64118856,-0.5856249,-5.861273,-5.1670856,-4.1307483,-3.4256332,-3.022124,-3.0301971,-2.778189,-2.5111468,-2.2556884,-2.1006591,-1.6879041,-1.5676492,-1.1509074,-1.0812712,-0.98508096,-0.88520354,-0.79047483,-12.457606,-11.579804,-10.018385,-8.385058,-7.279756,-7.032357,-6.2968993,-5.5934315,-4.983366,-4.669402,-3.645732,-3.3349423,-2.2778203,-2.0826082,-1.845156,-1.6116172,-1.403273,-16.81041,-15.638196,-16.75119,-16.48079,-14.2966385,-13.650043,-11.922434,-10.450824,-9.299962,-8.863795,-6.8344827,-6.1232457,-4.1137524,-3.673102,-3.2598803,-2.8038654,-2.4189055,-21.730907,-20.476162,-21.643486,-25.411612,-27.602034,-25.89678,-22.606243,-19.449518,-17.454796,-16.994484,-12.956075,-11.25181,-7.6481185,-6.6269145,-6.0234275,-5.123239,-4.429413
4.01,2.5,-0.17644316,-0.16655588,-0.14346139,-0.16507961,-0.1396698,-0.31835374,-0.3424703,-0.36653212,-0.36076352,-0.36757487,-0.37553144,-0.35656348,-0.3860604,-0.39155045,-0.40961352,-0.3993125,-0.38249764,-1.6453674,-1.4834406,-1.1677729,-0.9995017,-0.8562635,-0.9898522,-0.9522651,-0.90681136,-0.8403024,-0.8034597,-0.70778584,-0.6639436,-0.5775623,-0.5656103,-0.5545375,-0.52190024,-0.4851018,-3.0958357,-2.76552,-2.1850607,-1.8327396,-1.5715829,-1.6606867,-1.5584977,-1.4430333,-1.3158116,-1.238151,-1.0391533,-0.96935636,-0.7685004,-0.73855686,-0.699221,-0.6442512,-0.5876307,-5.9140987,-5.2278166,-4.2000146,-3.4956217,-2.9985473,-3.000361,-2.7602592,-2.5032744,-2.2550037,-2.103969,-1.6991946,-1.5741856,-1.148693,-1.0811408,-0.98786813,-0.88824445,-0.79246545,-12.454118,-11.624051,-10.087046,-8.454509,-7.252495,-7.0034375,-6.282082,-5.588443,-4.985043,-4.673448,-3.6573145,-3.339851,-2.275997,-2.083179,-1.8480821,-1.6145877,-1.40522,-16.808535,-15.637471,-16.755804,-16.545248,-14.266034,-13.622567,-11.911417,-10.44961,-9.30432,-8.868922,-6.8465624,-6.125178,-4.112533,-3.674678,-3.2630305,-2.806703,-2.420787,-21.727947,-20.472305,-21.639997,-25.41312,-27.581392,-25.882467,-22.59867,-19.452477,-17.461504,-17.001108,-12.969029,-11.249034,-7.6478643,-6.6298423,-6.0269804,-5.125773,-4.4311886
4.01,3.0,-0.20502676,-0.19271065,-0.17324156,-0.19712622,-0.1358953,-0.30748713,-0.3366337,-0.3655586,-0.36297902,-0.3720703,-0.38293013,-0.3629061,-0.38652444,-0.39256936,-0.41168052,-0.40125793,-0.38379657,-1.6732696,-1.5093188,-1.1977886,-1.0315096,-0.8520013,-0.97906303,-0.9467049,-0.90606755,-0.84271216,-0.80800134,-0.71521723,-0.67022294,-0.5780491,-0.566669,-0.55661076,-0.5238387,-0.48639694,-3.1228688,-2.7912462,-2.2152972,-1.8647093,-1.5668554,-1.6499748,-1.5532123,-1.4425191,-1.3184123,-1.2427385,-1.0466185,-0.97556794,-0.76901,-0.739655,-0.70130056,-0.6461827,-0.5889221,-5.9382777,-5.2535453,-4.230645,-3.527516,-2.9929554,-2.9898028,-2.7555149,-2.503215,-2.2579722,-2.108647,-1.7067302,-1.5802484,-1.1492476,-1.0823163,-0.9899602,-0.89016163,-0.7937495,-12.454504,-11.643921,-10.117834,-8.486173,-7.2448015,-6.9933314,-6.2788234,-5.5896606,-4.9889693,-4.678387,-3.665087,-3.3453655,-2.276683,-2.0845737,-1.8502111,-1.6164602,-1.406483,-16.811888,-15.640556,-16.76079,-16.57481,-14.256196,-13.613172,-11.90995,-10.452459,-9.309299,-8.874238,-6.854802,-6.1295385,-4.1134205,-3.6763818,-3.265219,-2.808496,-2.4220178,-21.73012,-20.473478,-21.641117,-25.415674,-27.57615,-25.879444,-22.598759,-19.456991,-17.467342,-17.00693,-12.978349,-11.2511215,-7.6490703,-6.63195,-6.029275,-5.1273975,-4.4323664
4.01,3.5,-0.21235822,-0.19683833,-0.17842826,-0.20448826,-0.14126855,-0.30652565,-0.3374223,-0.3678078,-0.36585706,-0.37536895,-0.38609454,-0.36672273,-0.3869355,-0.3928343,-0.41173583,-0.40097243,-0.38316306,-1.6800838,-1.5130332,-1.2031252,-1.0388644,-0.8571079,-0.97812855,-0.94758314,-0.90837336,-0.8456188,-0.81129843,-0.7184049,-0.6740753,-0.5784575,-0.56692624,-0.5566634,-0.52354884,-0.48576212,-3.1291015,-2.7946568,-2.220777,-1.8720573,-1.5717002,-1.6490673,-1.5541792,-1.4448807,-1.3213463,-1.2460339,-1.0498306,-0.97945493,-0.76941556,-0.73990434,-0.70135057,-0.6458885,-0.588286,-5.9431357,-5.256699,-4.236391,-3.5348532,-2.9972923,-2.9889488,-2.7566545,-2.5056853,-2.260957,-2.1119387,-1.709995,-1.5842003,-1.1496477,-1.0825502,-0.9900049,-0.88985884,-0.79311085,-12.455944,-11.647945,-10.124169,-8.493494,-7.247768,-6.9926333,-6.2804275,-5.59242,-4.99207,-4.681665,-3.66854,-3.3494613,-2.2770665,-2.0847614,-1.8502401,-1.6161314,-1.4058373,-16.816538,-15.644329,-16.764444,-16.581854,-14.257448,-13.612716,-11.9120865,-10.45554,-9.312486,-8.877489,-6.8586693,-6.1336336,-4.113777,-3.676498,-3.2652223,-2.808124,-2.4213614,-21.733543,-20.476036,-21.64332,-25.416983,-27.5785,-25.88169,-22.601278,-19.460238,-17.470522,-17.010126,-12.983316,-11.254443,-7.6493773,-6.6319556,-6.0292315,-5.1269445,-4.4316907
4.01,4.0,-0.2034111,-0.1845519,-0.16583186,-0.19450682,-0.15259255,-0.31140947,-0.3417663,-0.37123474,-0.36815742,-0.37681076,-0.38541853,-0.367937,-0.38639545,-0.39171144,-0.4095985,-0.39838228,-0.3804329,-1.6707797,-1.5003091,-1.1906258,-1.0288999,-0.86830056,-0.9830043,-0.9518865,-0.91173685,-0.8478353,-0.8127075,-0.7177418,-0.67539525,-0.5778978,-0.56576514,-0.5545181,-0.5209562,-0.48303214,-3.119471,-2.7815893,-2.2083728,-1.8621107,-1.5827539,-1.6539348,-1.5584413,-1.4481798,-1.3234793,-1.2474102,-1.0491816,-0.98088187,-0.7688363,-0.7387054,-0.6991974,-0.6432934,-0.58555627,-5.9333,-5.2432995,-4.2241774,-3.5249445,-3.0080492,-2.9938,-2.7608328,-2.5088534,-2.2629259,-2.11325,-1.7093776,-1.5858433,-1.1490295,-1.081276,-0.987836,-0.8872589,-0.79038167,-12.457227,-11.640221,-10.11289,-8.483728,-7.2575536,-6.9974337,-6.2843566,-5.595194,-4.9935865,-4.682785,-3.6680465,-3.3517406,-2.276334,-2.083272,-1.8480244,-1.6135181,-1.4031099,-16.8213,-15.647858,-16.766506,-16.573051,-14.265667,-13.617432,-11.91567,-10.45773,-9.31344,-8.878321,-6.8584833,-6.13674,-4.1128674,-3.674697,-3.2629313,-2.8054924,-2.4186366,-21.737095,-20.478832,-21.645563,-25.416502,-27.584913,-25.887657,-22.604435,-19.461588,-17.470901,-17.010542,-12.984062,-11.257857,-7.6481795,-6.629727,-6.0268054,-5.124288,-4.42897
4.01,4.5,-0.18002596,-0.15812805,-0.13874523,-0.17104365,-0.1685065,-0.3203911,-0.34845987,-0.3752071,-0.36968726,-0.37652886,-0.38148257,-0.3667949,-0.38477483,-0.38917604,-0.40541947,-0.3936444,-0.37568992,-1.6471962,-1.4735084,-1.1636131,-1.0054735,-0.88418794,-0.991951,-0.95844036,-0.9155554,-0.8491977,-0.81237006,-0.7138055,-0.6744088,-0.5762444,-0.5631674,-0.5503272,-0.5162168,-0.4782905,-3.095799,-2.7544923,-2.181436,-1.838722,-1.5985962,-1.6628466,-1.5648551,-1.4518433,-1.3246759,-1.2470174,-1.0452456,-0.9800545,-0.7671503,-0.73604584,-0.69499457,-0.63855267,-0.580816,-5.9104395,-5.2159534,-4.1974063,-3.501634,-3.0237532,-3.0026414,-2.766968,-2.5122054,-2.2637987,-2.112747,-1.705445,-1.5853424,-1.1472785,-1.0784947,-0.9836093,-0.88251555,-0.7856441,-12.457661,-11.622531,-10.087397,-8.460686,-7.2725635,-7.006067,-6.2897024,-5.5976386,-4.993587,-4.6819615,-3.6641462,-3.3522437,-2.274393,-2.0801432,-1.8437272,-1.608769,-1.3983805,-16.825785,-15.650762,-16.766941,-16.551897,-14.2791395,-13.625732,-11.920007,-10.458918,-9.312401,-8.877019,-6.8547196,-6.1387205,-4.1106315,-3.6710687,-3.258521,-2.8007393,-2.4139204,-21.74048,-20.481464,-21.647547,-25.414396,-27.59385,-25.895935,-22.607735,-19.461185,-17.468876,-17.008566,-12.980866,-11.2610655,-7.645469,-6.625425,-6.0221915,-5.1195464,-4.424274
4.01,5.0,-0.14236642,-0.117957324,-0.098490216,-0.13637748,-0.18865837,-0.33269188,-0.3570223,-0.3795761,-0.3705644,-0.37483925,-0.37490472,-0.3635941,-0.3822255,-0.3854633,-0.39946443,-0.38700736,-0.36913192,-1.6094843,-1.4330783,-1.1234462,-0.9708645,-0.9044066,-1.0041941,-0.96678174,-0.919698,-0.84984094,-0.8106072,-0.70721483,-0.67139834,-0.5736507,-0.55936825,-0.5443565,-0.50957876,-0.4717348,-3.0582163,-2.7138762,-2.1413615,-1.8041707,-1.6188526,-1.675032,-1.5729754,-1.4557581,-1.3250881,-1.2451814,-1.0386428,-0.9772396,-0.7645124,-0.73216105,-0.68900836,-0.63191366,-0.5742625,-5.8745813,-5.175302,-4.1575375,-3.4672012,-3.044007,-3.0147116,-2.7746499,-2.5156639,-2.2637608,-2.1107657,-1.698819,-1.5829327,-1.144553,-1.0744414,-0.9775922,-0.87587506,-0.77909523,-12.456585,-11.595324,-10.0492325,-8.426647,-7.292335,-7.0177946,-6.296154,-5.5997796,-4.992344,-4.6795588,-3.6574647,-3.3511138,-2.2714105,-2.075613,-1.8376184,-1.6021264,-1.3918451,-16.829607,-15.65292,-16.765587,-16.520515,-14.297302,-13.636917,-11.924912,-10.459265,-9.309743,-8.873991,-6.848006,-6.139597,-4.1072526,-3.6658611,-3.2522643,-2.7941012,-2.407406,-21.743443,-20.483862,-21.649086,-25.411057,-27.604792,-25.905716,-22.611115,-19.459356,-17.464909,-17.004658,-12.97434,-11.264032,-7.6414537,-6.619317,-6.0156703,-5.1129417,-4.4177947
4.02,0.0,0.057103556,0.07530891,0.117754996,0.076157264,-0.24817866,-0.47209248,-0.46782067,-0.46294728,-0.43546528,-0.4267203,-0.40860862,-0.40437618,-0.4711228,-0.4701078,-0.476796,-0.46542385,-0.4530233,-1.4131887,-1.2401619,-0.9062354,-0.75866795,-0.96848434,-1.1431594,-1.0760163,-1.0017536,-0.91359925,-0.8621985,-0.74076974,-0.7126612,-0.6623976,-0.6437362,-0.6216349,-0.58805436,-0.55565983,-2.8662846,-2.5208013,-1.9232733,-1.5923122,-1.687306,-1.8135628,-1.6806557,-1.5364994,-1.3877248,-1.2964846,-1.0720447,-1.0190146,-0.8531095,-0.8162545,-0.7662335,-0.7104491,-0.6582208,-5.699269,-4.9810843,-3.9379857,-3.2560177,-3.1206706,-3.1523774,-2.8792737,-2.5938008,-2.3242338,-2.161499,-1.7319036,-1.6258254,-1.2328525,-1.1579932,-1.0547111,-0.9545325,-0.86311877,-12.490654,-11.464379,-9.83294,-8.217596,-7.389487,-7.1529155,-6.392391,-5.6706085,-5.0471807,-4.728654,-3.6895075,-3.3980684,-2.3588398,-2.157618,-1.9144222,-1.6811665,-1.4760551,-16.892475,-15.716751,-16.807205,-16.330025,-14.416789,-13.768044,-12.011039,-10.520726,-9.358329,-8.920707,-6.8780603,-6.195004,-4.19334,-3.7456396,-3.3285594,-2.8738263,-2.4918988,-21.817184,-20.56299,-21.729216,-25.48272,-27.711792,-25.998014,-22.688803,-19.511126,-17.508247,-17.048147,-13.000004,-11.33614,-7.725401,-6.6960807,-6.091045,-5.194131,-4.502752
4.02,0.5,0.057103556,0.07530891,0.117754996,0.076157264,-0.24817866,-0.47209248,-0.46782067,-0.46294728,-0.43546528,-0.4267203,-0.40860862,-0.40437618,-0.4711228,-0.4701078,-0.476796,-0.46542385,-0.4530233,-1.4131887,-1.2401619,-0.9062354,-0.75866795,-0.96848434,-1.1431594,-1.0760163,-1.0017536,-0.91359925,-0.8621985,-0.74076974,-0.7126612,-0.6623976,-0.6437362,-0.6216349,-0.58805436,-0.55565983,-2.8662846,-2.5208013,-1.9232733,-1.5923122,-1.687306,-1.8135628,-1.6806557,-1.5364994,-1.3877248,-1.2964846,-1.0720447,-1.0190146,-0.8531095,-0.8162545,-0.7662335,-0.7104491,-0.6582208,-5.699269,-4.9810843,-3.9379857,-3.2560177,-3.1206706,-3.1523774,-2.8792737,-2.5938008,-2.3242338,-2.161499,-1.7319036,-1.6258254,-1.2328525,-1.1579932,-1.0547111,-0.9545325,-0.86311877,-12.490654,-11.464379,-9.83294,-8.217596,-7.389487,-7.1529155,-6.392391,-5.6706085,-5.0471807,-4.728654,-3.6895075,-3.3980684,-2.3588398,-2.157618,-1.9144222,-1.6811665,-1.4760551,-16.892475,-15.716751,-16.807205,-16.330025,-14.416789,-13.768044,-12.011039,-10.520726,-9.358329,-8.920707,-6.8780603,-6.195004,-4.19334,-3.7456396,-3.3285594,-2.8738263,-2.4918988,-21.817184,-20.56299,-21.729216,-25.48272,-27.711792,-25.998014,-22.688803,-19.511126,-17.508247,-17.048147,-13.000004,-11.33614,-7.725401,-6.6960807,-6.091045,-5.194131,-4.502752
