logTeff,logg,F218W1,F225W1,F275W1,F336W,F390W,F438W,F475W,F555W,F606W,F625W,F775W,F814W,F105W,F110W,F125W,F140W,F160W,F218W1_Av0.5,F225W1_Av0.5,F275W1_Av0.5,F336W_Av0.5,F390W_Av0.5,F438W_Av0.5,F475W_Av0.5,F555W_Av0.5,F606W_Av0.5,F625W_Av0.5,F775W_Av0.5,F814W_Av0.5,F105W_Av0.5,F110W_Av0.5,F125W_Av0.5,F140W_Av0.5,F160W_Av0.5,F218W1_Av1,F225W1_Av1,F275W1_Av1,F336W_Av1,F390W_Av1,F438W_Av1,F475W_Av1,F555W_Av1,F606W_Av1,F625W_Av1,F775W_Av1,F814W_Av1,F105W_Av1,F110W_Av1,F125W_Av1,F140W_Av1,F160W_Av1,F218W1_Av2,F225W1_Av2,F275W1_Av2,F336W_Av2,F390W_Av2,F438W_Av2,F475W_Av2,F555W_Av2,F606W_Av2,F625W_Av2,F775W_Av2,F814W_Av2,F105W_Av2,F110W_Av2,F125W_Av2,F140W_Av2,F160W_Av2,F218W1_Av5,F225W1_Av5,F275W1_Av5,F336W_Av5,F390W_Av5,F438W_Av5,F475W_Av5,F555W_Av5,F606W_Av5,F625W_Av5,F775W_Av5,F814W_Av5,F105W_Av5,F110W_Av5,F125W_Av5,F140W_Av5,F160W_Av5,F218W1_Av10,F225W1_Av10,F275W1_Av10,F336W_Av10,F390W_Av10,F438W_Av10,F475W_Av10,F555W_Av10,F606W_Av10,F625W_Av10,F775W_Av10,F814W_Av10,F105W_Av10,F110W_Av10,F125W_Av10,F140W_Av10,F160W_Av10,F218W1_Av20,F225W1_Av20,F275W1_Av20,F336W_Av20,F390W_Av20,F438W_Av20,F475W_Av20,F555W_Av20,F606W_Av20,F625W_Av20,F775W_Av20,F814W_Av20,F105W_Av20,F110W_Av20,F125W_Av20,F140W_Av20,F160W_Av20
3.63,3.5,-7.750749,-7.8231754,-5.9148965,-2.9500382,-2.3433392,-1.8815222,-1.3552116,-0.8155612,-0.38487664,-0.11909144,0.4907131,0.59143883,1.1238279,1.3137072,1.5304623,1.8258104,2.1213672,-8.388973,-8.479161,-6.835106,-3.769446,-3.0491083,-2.5424063,-1.9386538,-1.3278584,-0.83621484,-0.54687923,0.16250737,0.2906562,0.93682677,1.1496462,1.3882881,1.7064478,2.0199962,-9.00226,-9.037987,-7.738321,-4.5874677,-3.7536912,-3.2026427,-2.519005,-1.8361242,-1.2843164,-0.97352546,-0.16479364,-0.008140725,0.7503696,0.98661727,1.2463496,1.5873166,1.9186962,-10.14644,-9.924012,-9.452725,-6.2191205,-5.1594577,-4.5212007,-3.670676,-2.840967,-2.171359,-1.8234448,-0.8166644,-0.5997421,0.37907043,0.66358614,0.963175,1.349744,1.7163084,-12.780427,-11.806285,-12.916072,-11.063523,-9.352161,-8.462045,-7.058941,-5.7705607,-4.768959,-4.3473234,-2.7502806,-2.3268101,-0.7222624,-0.2826641,0.1191925,0.6424615,1.1108258,-15.597044,-14.410324,-15.683199,-18.05673,-16.268019,-14.97895,-12.526831,-10.42856,-8.942641,-8.476431,-5.9007344,-5.0570955,-2.5187201,-1.7933832,-1.2696149,-0.51887614,0.107194886,-20.347143,-19.150724,-20.371809,-24.085217,-27.512684,-25.345415,-22.951494,-19.171696,-16.966053,-16.516209,-11.963743,-10.115694,-5.988567,-4.63493,-3.986369,-2.7820268,-1.880103
3.63,4.0,-7.7586403,-7.856979,-6.0470977,-3.005645,-2.3605595,-1.8861761,-1.3836265,-0.83151954,-0.39072415,-0.11539039,0.49856612,0.59928244,1.130567,1.317699,1.532882,1.8251215,2.11795,-8.399304,-8.507537,-6.965978,-3.8236058,-3.0662208,-2.5468845,-1.9675294,-1.3430037,-0.84112877,-0.5431039,0.17040232,0.29853117,0.94353706,1.1535387,1.3906546,1.7057308,2.0165536,-9.013092,-9.058238,-7.865896,-4.6401987,-3.7707005,-3.2069464,-2.5482996,-1.8504353,-1.2883567,-0.9696782,-0.15685636,-2.3504536E-4,0.7570517,0.99041134,1.248663,1.5865715,1.9152281,-10.155279,-9.92956,-9.564033,-6.2690425,-5.176274,-4.525159,-3.7006752,-2.853574,-2.1738281,-1.8194609,-0.8086415,-0.5917772,0.38569745,0.6671852,0.9653834,1.348943,1.7127898,-12.778078,-11.799475,-12.926686,-11.104832,-9.368466,-8.465002,-7.089952,-5.7782125,-4.7679896,-4.342984,-2.7419965,-2.3186874,-0.7157896,-0.27962744,0.121094316,0.6414949,1.1071563,-15.589754,-14.40242,-15.6754265,-18.06517,-16.28346,-14.980377,-12.556467,-10.43003,-8.938895,-8.471661,-5.8920302,-5.048775,-2.5124698,-1.7911848,-1.2681926,-0.52011,0.10327712,-20.33989,-19.142866,-20.364187,-24.080389,-27.507557,-25.33909,-22.97114,-19.168001,-16.960886,-16.510958,-11.954419,-10.107085,-5.9826713,-4.634004,-3.9857728,-2.7837532,-1.8844995
3.63,4.5,-7.758671,-7.8165317,-6.069039,-3.0556676,-2.3825321,-1.9041401,-1.4077915,-0.84036326,-0.3853889,-0.10166817,0.5229231,0.62358373,1.1484056,1.3271792,1.5360241,1.8136746,2.093435,-8.404634,-8.480016,-6.9899898,-3.8726075,-3.088009,-2.564774,-1.9916458,-1.3507997,-0.8348503,-0.5291929,0.19480324,0.3228511,0.9612775,1.162695,1.3936607,1.6941184,1.9919794,-9.019935,-9.037517,-7.891226,-4.688205,-3.7923043,-3.2247655,-2.5723424,-1.8571889,-1.2811873,-0.9555816,-0.13241135,0.024102138,0.7746943,0.99924564,1.2515336,1.5747942,1.890595,-10.159253,-9.911434,-9.588062,-6.3151207,-5.1975074,-4.5428495,-3.7244964,-2.8582819,-2.1650329,-1.805003,-0.78410786,-0.5674097,0.40314603,0.6753827,0.9679843,1.3368373,1.6880391,-12.763151,-11.77703,-12.912803,-11.14474,-9.38859,-8.482395,-7.112566,-5.777367,-4.7554502,-4.327529,-2.7171977,-2.2942634,-0.6989079,-0.27326453,0.122898854,0.62841856,1.0820577,-15.566851,-14.378923,-15.6522455,-18.06502,-16.30162,-14.997276,-12.575922,-10.422525,-8.922847,-8.454848,-5.866816,-5.0243554,-2.4964702,-1.7875429,-1.26766,-0.5347396,0.07761382,-20.317501,-19.119923,-20.341743,-24.062458,-27.488213,-25.319698,-22.980356,-19.153734,-16.942167,-16.492409,-11.928601,-10.082797,-5.968199,-4.6344295,-3.987509,-2.8011632,-1.9112278
3.63,5.0,-7.7311974,-7.6878858,-5.949738,-3.0520344,-2.384792,-1.918005,-1.4176804,-0.83818585,-0.3698042,-0.08065431,0.5559487,0.6562755,1.1709402,1.3380792,1.5376462,1.7917928,2.0484312,-8.388258,-8.385641,-6.875999,-3.8686895,-3.0902722,-2.5787642,-2.0012534,-1.347675,-0.81855685,-0.50796,0.22785671,0.35552925,0.98367476,1.1731349,1.3950938,1.6719537,1.946871,-9.008575,-8.969495,-7.783532,-4.6840315,-3.7945576,-3.238886,-2.5816536,-1.85314,-1.2642192,-0.9341327,-0.099329844,0.05676521,0.7969548,1.009228,1.2527782,1.5523471,1.8453828,-10.14883,-9.871171,-9.497742,-6.310519,-5.199708,-4.5572443,-3.733178,-2.8524644,-2.1468167,-1.7831317,-0.75097007,-0.5347811,0.42513433,0.6844588,0.9688532,1.3138273,1.6426202,-12.738897,-11.746436,-12.87733,-11.139089,-9.39042,-8.497693,-7.119182,-5.766983,-4.734244,-4.3044806,-2.683891,-2.2617698,-0.6777194,-0.26680607,0.12265439,0.60373944,1.036026,-15.536363,-14.347986,-15.621691,-18.04455,-16.30233,-15.013912,-12.579209,-10.406823,-8.898549,-8.430175,-5.833243,-4.992155,-2.4765387,-1.7849863,-1.2696944,-0.5621074,0.030586164,-20.288044,-19.08997,-20.312449,-24.03835,-27.460081,-25.293394,-22.976093,-19.13193,-16.915071,-16.465643,-11.894627,-10.051152,-5.95047,-4.637744,-3.9927726,-2.8333976,-1.9601353
3.64,0.0,-7.8131876,-8.006962,-6.1763015,-3.3980742,-2.490779,-1.9492079,-1.2026995,-0.65363514,-0.23680468,-0.0012475135,0.55983275,0.65900636,1.1688539,1.3595631,1.5687732,1.8214929,2.0582201,-8.431084,-8.581292,-7.0823226,-4.2179317,-3.1925874,-2.6089828,-1.7800833,-1.166179,-0.69102114,-0.42934588,0.23114926,0.35777006,0.98185134,1.1954207,1.4267406,1.7014377,1.9567283,-9.027704,-9.0756035,-7.9667473,-5.03633,-3.893325,-3.2681425,-2.354689,-1.6749333,-1.1418631,-0.8563001,-0.09664042,0.058515213,0.79538697,1.03231,1.2849402,1.5816141,1.8553082,-10.143119,-9.8884115,-9.622117,-6.668321,-5.2917423,-4.584643,-3.495853,-2.6813848,-2.033957,-1.7068272,-0.74951875,-0.534011,0.42405567,0.7091137,1.0020324,1.3426582,1.6526822,-12.7219305,-11.740642,-12.873117,-11.499092,-9.464912,-8.5200405,-6.8607383,-5.619095,-4.6433277,-4.232452,-2.6863484,-2.2638624,-0.6775041,-0.2376308,0.15877129,0.6312508,1.0464987,-15.531242,-14.351136,-15.624407,-18.140451,-16.354288,-15.029201,-12.313298,-10.292535,-8.82793,-8.364173,-5.842403,-4.9985385,-2.4746954,-1.7491131,-1.2290864,-0.5367881,0.041745428,-20.284071,-19.096455,-20.316517,-24.00363,-27.456022,-25.27904,-22.765003,-19.055227,-16.859688,-16.408129,-11.914769,-10.064864,-5.9466987,-4.5918,-3.944771,-2.8121588,-1.9476174
3.64,0.5,-7.8587575,-8.058456,-6.3221397,-3.4712322,-2.5577817,-1.988133,-1.2375466,-0.68235487,-0.2644604,-0.025857149,0.53611314,0.6358471,1.1501575,1.3412946,1.5517014,1.810977,2.0575416,-8.475865,-8.6265135,-7.228409,-4.291264,-3.2589335,-2.6476128,-1.8149768,-1.1948482,-0.718478,-0.4539806,0.2074642,0.33468258,0.96314913,1.1771764,1.4096639,1.691027,1.9560835,-9.071202,-9.114783,-8.111459,-5.1098514,-3.9590278,-3.3064764,-2.3896415,-1.7035364,-1.1691277,-0.8809589,-0.120290264,0.035501443,0.7766798,1.0140902,1.267859,1.5713085,1.854697,-10.183012,-9.918547,-9.75578,-6.742259,-5.3561997,-4.6223826,-3.5309541,-2.7098134,-2.0608602,-1.7315307,-0.7730967,-0.556872,0.40534133,0.6909443,0.98494303,1.3325628,1.652138,-12.749395,-11.763153,-12.914985,-11.574326,-9.5260105,-8.555993,-6.896412,-5.6467905,-4.669361,-4.257259,-2.7097049,-2.2862313,-0.69621956,-0.2556427,0.14166747,0.62178427,1.0461539,-15.553429,-14.372268,-15.645438,-18.188993,-16.410992,-15.062216,-12.349751,-10.319003,-8.853147,-8.389051,-5.865412,-5.0200343,-2.493354,-1.7668601,-1.2461855,-0.54522693,0.041726716,-20.305296,-19.11646,-20.336597,-24.027287,-27.483135,-25.30263,-22.799528,-19.08062,-16.884283,-16.432877,-11.937412,-10.084698,-5.9651055,-4.609088,-3.961775,-2.8186984,-1.9470129
3.64,1.0,-7.77327,-7.871788,-5.9339256,-3.2136276,-2.4316638,-1.9059151,-1.2069635,-0.6736431,-0.26810312,-0.03407708,0.52582204,0.62418103,1.1360292,1.326683,1.5377395,1.8031694,2.0588396,-8.398786,-8.497451,-6.8518453,-4.03493,-3.1342647,-2.5659761,-1.7859429,-1.1872127,-0.72264326,-0.46232092,0.1971856,0.32296297,0.9490041,1.1625556,1.3956798,1.6833218,1.9574032,-9.002479,-9.033314,-7.752415,-4.8548074,-3.8357623,-3.2254112,-2.362096,-1.6969296,-1.1737866,-0.8894175,-0.13055462,0.023728488,0.7625191,0.999461,1.2538533,1.5637059,1.8560383,-10.132121,-9.89524,-9.459269,-6.4899435,-5.2356095,-4.542431,-3.5061982,-2.7051175,-2.0664213,-1.7402192,-0.7833273,-0.5687503,0.39115247,0.6763001,0.9708957,1.3251653,1.6535224,-12.746611,-11.774356,-12.888853,-11.336987,-9.412497,-8.47915,-6.878509,-5.646671,-4.6770043,-4.266579,-2.7197955,-2.2984064,-0.71046805,-0.27031776,0.12750675,0.61499983,1.0476654,-15.5672655,-14.385646,-15.658633,-18.129368,-16.307316,-14.990325,-12.338896,-10.3234415,-8.862736,-8.399211,-5.875171,-5.032581,-2.5076287,-1.7815502,-1.2604972,-0.55101025,0.04344342,-20.320427,-19.130281,-20.350754,-24.045355,-27.486675,-25.311775,-22.79561,-19.08907,-16.895222,-16.444004,-11.946456,-10.097339,-5.97925,-4.6237397,-3.9762607,-2.8226392,-1.9449134
3.64,1.5,-7.7043247,-7.6701713,-5.5940332,-3.0009358,-2.3335426,-1.846556,-1.1935164,-0.67554873,-0.27668634,-0.043915916,0.5188247,0.61605686,1.1256608,1.3151858,1.5264447,1.7974278,2.0611794,-8.337958,-8.351179,-6.5200133,-3.8232386,-3.0374537,-2.5071394,-1.7738621,-1.1897832,-0.73138076,-0.47219613,0.19022098,0.31480858,0.93861127,1.151025,1.384352,1.6776756,1.9597547,-8.948976,-8.936394,-7.432499,-4.644127,-3.7402208,-3.1670885,-2.3513224,-1.7001225,-1.1826668,-0.8993282,-0.13748452,0.015543996,0.75210303,0.9878978,1.2424929,1.5581551,1.8584017,-10.092983,-9.863452,-9.183011,-6.2813764,-5.1424894,-4.4851108,-3.497855,-2.709429,-2.0755541,-1.7501974,-0.79018205,-0.5769944,0.3806933,0.6646743,0.9594718,1.3198051,1.655909,-12.744351,-11.782182,-12.854096,-11.139247,-9.325784,-8.424629,-6.8759785,-5.65342,-4.6866765,-4.2767344,-2.7263834,-2.3068194,-0.72103,-0.28211176,0.11590531,0.61020947,1.05012,-15.577424,-14.395137,-15.667975,-18.070353,-16.229362,-14.940137,-12.341834,-10.332132,-8.872834,-8.409574,-5.8812203,-5.0411983,-2.5182817,-1.7935634,-1.2723514,-0.5548717,0.046004903,-20.331623,-19.140068,-20.360899,-24.060078,-27.488663,-25.31905,-22.80163,-19.098856,-16.905441,-16.454508,-11.951451,-10.105882,-5.989881,-4.6360216,-3.9884696,-2.8247998,-1.9421625
3.64,2.0,-7.6497865,-7.4916997,-5.3404775,-2.8392947,-2.2602842,-1.804335,-1.1924568,-0.684308,-0.28787535,-0.05356352,0.5143179,0.61068916,1.1184914,1.3064796,1.5176023,1.7933284,2.0638878,-8.291258,-8.216582,-6.2716146,-3.6622057,-2.9652748,-2.4653485,-1.7740164,-1.1988761,-0.7424369,-0.48183322,0.18575937,0.3094314,0.9314137,1.1422701,1.3754705,1.6736606,1.962467,-8.908711,-8.843642,-7.1914787,-4.4837074,-3.6690893,-3.1257207,-2.3526328,-1.7095091,-1.1935933,-0.9089544,-0.14189908,0.010157422,0.7448785,0.97909486,1.2335731,1.5542243,1.8611177,-10.06417,-9.830433,-8.968944,-6.1222415,-5.073358,-4.4445677,-3.5012996,-2.7192914,-2.0862339,-1.7598015,-0.79449695,-0.58239967,0.37341794,0.65577817,0.95047677,1.3160428,1.6586323,-12.742757,-11.787354,-12.820004,-10.986868,-9.26196,-8.386392,-6.8843794,-5.6639795,-4.696742,-4.286267,-2.7303603,-2.3122766,-0.7284314,-0.2912646,0.10669796,0.60694987,1.0528632,-15.584547,-14.40147,-15.674198,-18.018536,-16.172762,-14.905405,-12.354369,-10.342557,-8.882271,-8.418977,-5.884552,-5.046703,-2.5258148,-1.803068,-1.2818674,-0.5573141,0.04877583,-20.339518,-19.146563,-20.367748,-24.071627,-27.489637,-25.324589,-22.814106,-19.108356,-16.91428,-16.463636,-11.953585,-10.111147,-5.997474,-4.645995,-3.9984415,-2.8257563,-1.939356
3.64,2.5,-7.6094074,-7.368756,-5.191967,-2.730176,-2.2096124,-1.7752668,-1.2001985,-0.6969722,-0.29980844,-0.061684866,0.5118359,0.6076129,1.1141791,1.3004215,1.5111766,1.790568,2.0664017,-8.257979,-8.121843,-6.1260705,-3.5532618,-2.915403,-2.4365907,-1.7828233,-1.2116019,-0.754017,-0.4899233,0.18332699,0.30636224,0.9270734,1.136155,1.3690035,1.6709687,1.9649783,-8.880781,-8.776824,-7.0499563,-4.374941,-3.6199949,-3.097268,-2.3624506,-1.7222593,-1.2048368,-0.91701347,-0.14428006,0.0070953784,0.7405111,0.97292393,1.2270652,1.5516012,1.8636264,-10.04481,-9.805668,-8.841539,-6.013866,-5.025753,-4.41671,-3.5129683,-2.7319903,-2.0968564,-1.7677993,-0.7967703,-0.58544743,0.36899963,0.6494979,0.943889,1.313557,1.6611353,-12.741808,-11.790448,-12.7967825,-10.881475,-9.218328,-8.360187,-6.9002056,-5.675964,-4.7059183,-4.294089,-2.7322776,-2.3152814,-0.73297936,-0.29784983,0.09988354,0.6048731,1.0553479,-15.589021,-14.405115,-15.677785,-17.978788,-16.134542,-14.881683,-12.373124,-10.352793,-8.890129,-8.4265375,-5.885813,-5.0496225,-2.5305078,-1.8100806,-1.289015,-0.558728,0.05122551,-20.344501,-19.150255,-20.371765,-24.080044,-27.48989,-25.328304,-22.830246,-19.116364,-16.921186,-16.47078,-11.953674,-10.113694,-6.0022764,-4.6535964,-4.006094,-2.825974,-1.9369901
3.64,3.0,-7.5834446,-7.314986,-5.150295,-2.6734295,-2.1799946,-1.7566069,-1.2141379,-0.7112324,-0.31083715,-0.06703319,0.5114435,0.6068371,1.1126207,1.2971133,1.5073884,1.7892965,2.0688148,-8.237926,-8.081134,-6.08573,-3.4962385,-2.8862824,-2.4180994,-1.7976713,-1.2256898,-0.7645173,-0.4952332,0.18298072,0.30560213,0.9254903,1.1327895,1.3651752,1.6697485,1.9673839,-8.86474,-8.748528,-7.0111475,-4.317644,-3.5913603,-3.0789416,-2.3781571,-1.73614,-1.2148372,-0.9222856,-0.14457886,0.0063509895,0.7389042,0.9695016,1.2231972,1.5504323,1.8660244,-10.034322,-9.795594,-8.807088,-5.9560437,-4.998054,-4.398702,-3.5302336,-2.7453692,-2.105944,-1.772998,-0.7969703,-0.5861604,0.36734742,0.64596444,0.939943,1.3124905,1.6635183,-12.741265,-11.791629,-12.790561,-10.823088,-9.193153,-8.343052,-6.92083,-5.6874356,-4.7129393,-4.299085,-2.7321556,-2.3159015,-0.7347477,-0.30169615,0.09571585,0.60411114,1.0576849,-15.590877,-14.406179,-15.678859,-17.954092,-16.112827,-14.865836,-12.395545,-10.361216,-8.895374,-8.431254,-5.885112,-5.0500875,-2.532411,-1.8143725,-1.293511,-0.5589985,0.053482354,-20.346657,-19.151302,-20.3731,-24.085169,-27.489393,-25.329866,-22.847967,-19.121696,-16.925348,-16.475092,-11.951969,-10.113739,-6.0043044,-4.658517,-4.0110965,-2.8253658,-1.9349018
3.64,3.5,-7.573557,-7.3310986,-5.213507,-2.6712763,-2.1725075,-1.7483737,-1.2339487,-0.72637117,-0.3203154,-0.06908004,0.5132623,0.60843253,1.1137465,1.2964659,1.5061411,1.7889308,2.0699832,-8.232489,-8.097066,-6.1489277,-3.4932902,-2.8789856,-2.409869,-1.8182071,-1.2404203,-0.7733027,-0.4972379,0.1848386,0.30721703,0.9265957,1.1320832,1.3638878,1.6694098,1.968538,-8.861784,-8.762127,-7.073756,-4.3139052,-3.5842519,-3.0707123,-2.3993733,-1.7504307,-1.2229702,-0.92424935,-0.14268093,0.007985412,0.7399897,0.96873707,1.2218701,1.5501202,1.8671643,-10.033601,-9.802516,-8.865443,-5.950744,-4.9913144,-4.39047,-3.5526671,-2.758706,-2.1128953,-1.7748834,-0.79498947,-0.584487,0.3683953,0.6450853,0.9385379,1.3122318,1.6646293,-12.741325,-11.790936,-12.802993,-10.813482,-9.187444,-8.334777,-6.9457135,-5.697688,-4.717264,-4.3007627,-2.7299085,-2.3141139,-0.7337976,-0.30290177,0.09408735,0.6040105,1.0587087,-15.590112,-14.404685,-15.6774435,-17.946901,-16.108532,-14.857462,-12.421007,-10.367173,-8.897541,-8.432667,-5.8823957,-5.0481176,-2.531579,-1.8160541,-1.2954751,-0.5588469,0.05436,-20.346014,-19.149765,-20.371809,-24.087002,-27.488342,-25.329216,-22.866728,-19.123829,-16.926369,-16.476173,-11.948465,-10.11136,-6.0036044,-4.6608963,-4.0135946,-2.824777,-1.9343163
3.64,4.0,-7.5790267,-7.3994083,-5.365575,-2.721754,-2.186721,-1.7505416,-1.2601274,-0.74232316,-0.32784846,-0.06731796,0.51795965,0.612999,1.1177742,1.2986115,1.5074574,1.7893915,2.0698748,-8.241288,-8.155642,-6.299871,-3.5424087,-2.8931122,-2.411868,-1.8449249,-1.255703,-0.7799619,-0.49542534,0.18956713,0.31180277,0.93060416,1.1341641,1.3651634,1.6698714,1.9684101,-8.871716,-8.807195,-7.2222,-4.361675,-3.5982976,-3.0725431,-2.4265902,-1.7650157,-1.2288097,-0.92238814,-0.13792053,0.012590303,0.7439795,0.9707537,1.2231054,1.550583,1.8670166,-10.042569,-9.821613,-9.001473,-5.9958453,-5.005214,-4.391965,-3.580754,-2.771839,-2.1172566,-1.77293,-0.7901636,-0.57984424,0.37234932,0.64697486,0.9396936,1.3126966,1.6644422,-12.741638,-11.787744,-12.828489,-10.85046,-9.200989,-8.335287,-6.9753065,-5.706441,-4.7183805,-4.298573,-2.7248752,-2.3093622,-0.72993964,-0.3013775,0.095012955,0.6044807,1.0584033,-15.586248,-14.40016,-15.673051,-17.956417,-16.121523,-14.856458,-12.449879,-10.370261,-8.896056,-8.430196,-5.877008,-5.043202,-2.5278473,-1.815072,-1.2949017,-0.5583718,0.053857975,-20.342148,-19.145224,-20.367474,-24.085217,-27.486307,-25.325937,-22.886667,-19.122244,-16.92362,-16.473394,-11.942515,-10.106111,-6.000048,-4.6607313,-4.0136037,-2.8243127,-1.9352031
3.64,4.5,-7.589152,-7.448758,-5.5159316,-2.8012934,-2.2173676,-1.7667826,-1.2899965,-0.75658506,-0.32943797,-0.058804616,0.53291136,0.627883,1.1293137,1.3052876,1.5106748,1.7850215,2.0587265,-8.256325,-8.199855,-6.4496803,-3.6203973,-2.9235003,-2.4278843,-1.8749685,-1.2689831,-0.78052765,-0.48678792,0.20455208,0.32670483,0.9420877,1.1406542,1.3682967,1.6654199,1.9572238,-8.888039,-8.840779,-7.369867,-4.4381337,-3.6284342,-3.0883372,-2.4567783,-1.7773017,-1.2284123,-0.91362923,-0.12290201,0.027509792,0.7554076,0.9770588,1.226155,1.54605,1.8557924,-10.055866,-9.831326,-9.136375,-6.0692964,-5.034866,-4.407325,-3.6111355,-2.7821267,-2.115113,-1.7639364,-0.7750771,-0.56489205,0.38366762,0.65291417,0.9425769,1.3080015,1.6531423,-12.73604,-11.774837,-12.844822,-10.91444,-9.229302,-8.349423,-7.0054746,-5.7110686,-4.7123194,-4.288943,-2.7095814,-2.2943301,-0.71893823,-0.29649228,0.0974072,0.59930587,1.0468788,-15.572409,-14.38567,-15.658811,-17.971434,-16.147717,-14.86872,-12.477529,-10.367922,-8.886607,-8.419724,-5.861381,-5.02809,-2.517329,-1.8117517,-1.293282,-0.56431663,0.04196674,-20.328459,-19.13098,-20.353565,-24.074602,-27.476536,-25.314531,-22.903524,-19.11363,-16.912064,-16.461884,-11.926397,-10.0909,-5.990349,-4.6597557,-4.0133467,-2.8316474,-1.9477929
3.64,5.0,-7.5738645,-7.3832955,-5.522814,-2.8476179,-2.2393522,-1.7895616,-1.3114498,-0.762884,-0.32092535,-0.04270946,0.56118244,0.6560685,1.1493953,1.3154324,1.5129105,1.7688655,2.0255342,-8.253425,-8.153063,-6.459032,-3.6657698,-2.9453156,-2.4506352,-1.8961756,-1.2742115,-0.7711204,-0.47047406,0.23286116,0.35489935,0.9620501,1.1504056,1.370371,1.6490502,1.923957,-8.890537,-8.806817,-7.381187,-4.4825835,-3.6500766,-3.1110654,-2.4777226,-1.7814736,-1.2181562,-0.8970998,-0.09455486,0.055712022,0.77525103,0.9864191,1.2280681,1.5294673,1.8224515,-10.058434,-9.807402,-9.149147,-6.111982,-5.0561533,-4.4300222,-3.6315074,-2.7842467,-2.1032958,-1.7469857,-0.7466535,-0.5366785,0.40327477,0.66150016,0.9441692,1.2909943,1.6196539,-12.718776,-11.748883,-12.828846,-10.951663,-9.249474,-8.372131,-7.0238385,-5.7077274,-4.6968307,-4.2708187,-2.6809294,-2.266116,-0.7000245,-0.29014117,0.09805071,0.58104223,1.0129539,-15.545928,-14.358604,-15.63213,-17.970125,-16.165833,-14.891425,-12.492206,-10.3581,-8.867505,-8.399982,-5.832371,-4.9999666,-2.4995017,-1.8087249,-1.294159,-0.5845969,0.007332846,-20.302608,-19.10461,-20.32777,-24.053709,-27.454256,-25.292683,-22.908714,-19.096846,-16.889961,-16.44005,-11.896863,-10.063053,-5.974412,-4.661708,-4.0169506,-2.8555543,-1.9837643
3.65,0.0,-7.8078694,-7.916411,-6.129667,-3.4799693,-2.525759,-1.9572134,-1.196344,-0.6362312,-0.21448205,0.025219537,0.57765204,0.67278534,1.1597238,1.3406276,1.5415252,1.7838724,2.009835,-8.430628,-8.5215435,-7.0437145,-4.2996154,-3.226566,-2.6168168,-1.7734076,-1.1482974,-0.66839033,-0.40290603,0.2488499,0.3712701,0.9725381,1.1760669,1.3993537,1.6637037,1.9082673,-9.029135,-9.037163,-7.9367843,-5.1178384,-3.926327,-3.2758062,-2.3477077,-1.6565815,-1.1189421,-0.8298879,-0.079058096,0.07173529,0.7858923,1.0125428,1.257415,1.543767,1.8067713,-10.144223,-9.870483,-9.611213,-6.7495584,-5.3228664,-4.5919695,-3.488305,-2.6621215,-2.0105114,-1.6804712,-0.7321717,-0.52135134,0.41420355,0.6885363,0.97423196,1.3045857,1.6039939,-12.71655,-11.731836,-12.872349,-11.578575,-9.491049,-8.526378,-6.8518167,-5.597426,-4.6187377,-4.2062664,-2.669691,-2.2528427,-0.68838024,-0.2604913,0.13016003,0.59251195,0.9973584,-15.526206,-14.345546,-15.619124,-18.15933,-16.374105,-15.033907,-12.302875,-10.268224,-8.802503,-8.33825,-5.8268085,-4.989858,-2.4870973,-1.7752224,-1.2589878,-0.57659703,-0.008142308,-20.28288,-19.094149,-20.31541,-24.010084,-27.453321,-25.275805,-22.753767,-19.030302,-16.834108,-16.382572,-11.900884,-10.058822,-5.9614897,-4.6224637,-3.9769588,-2.8539093,-1.9989622
3.65,0.5,-7.704906,-7.731374,-5.76215,-3.2118225,-2.380483,-1.8522421,-1.1425775,-0.61105597,-0.20948914,0.021220002,0.56145096,0.65530545,1.1408911,1.3229783,1.5253756,1.7736155,2.0081391,-8.3367195,-8.389825,-6.6853375,-4.0328584,-3.0826004,-2.5123727,-1.7212592,-1.1246796,-0.6644474,-0.40718535,0.23262446,0.35372022,0.95371234,1.15847,1.3832169,1.6535373,1.9066066,-8.944611,-8.952385,-7.5926886,-4.852487,-3.783631,-3.1718805,-2.2971249,-1.6344736,-1.1160002,-0.8344431,-0.09530721,0.054115772,0.7670739,0.99499863,1.2412913,1.5336909,1.8051456,-10.080626,-9.846798,-9.320875,-6.487171,-5.1825933,-4.489053,-3.4406872,-2.642879,-2.0094223,-1.685565,-0.74846625,-0.53910834,0.39540163,0.6710974,0.95813507,1.2946905,1.6024381,-12.713127,-11.747583,-12.847234,-11.332458,-9.357203,-8.426275,-6.8117175,-5.5854564,-4.622067,-4.2128577,-2.6861057,-2.2709856,-0.7071216,-0.27761605,0.11415001,0.58315635,0.99601066,-15.545082,-14.364584,-15.637854,-18.102438,-16.249414,-14.938505,-12.271162,-10.264421,-8.810251,-8.346891,-5.843372,-5.008488,-2.505708,-1.7918534,-1.2748361,-0.5850731,-0.00914735,-20.303074,-19.113686,-20.335066,-24.030651,-27.459124,-25.286793,-22.733576,-19.035233,-16.845467,-16.393784,-11.917625,-10.077737,-5.979781,-4.638292,-3.992446,-2.8607635,-1.9993058
