logTeff,logg,F218W1,F225W1,F275W1,F336W,F390W,F438W,F475W,F555W,F606W,F625W,F775W,F814W,F105W,F110W,F125W,F140W,F160W,F218W1_Av0.5,F225W1_Av0.5,F275W1_Av0.5,F336W_Av0.5,F390W_Av0.5,F438W_Av0.5,F475W_Av0.5,F555W_Av0.5,F606W_Av0.5,F625W_Av0.5,F775W_Av0.5,F814W_Av0.5,F105W_Av0.5,F110W_Av0.5,F125W_Av0.5,F140W_Av0.5,F160W_Av0.5,F218W1_Av1,F225W1_Av1,F275W1_Av1,F336W_Av1,F390W_Av1,F438W_Av1,F475W_Av1,F555W_Av1,F606W_Av1,F625W_Av1,F775W_Av1,F814W_Av1,F105W_Av1,F110W_Av1,F125W_Av1,F140W_Av1,F160W_Av1,F218W1_Av2,F225W1_Av2,F275W1_Av2,F336W_Av2,F390W_Av2,F438W_Av2,F475W_Av2,F555W_Av2,F606W_Av2,F625W_Av2,F775W_Av2,F814W_Av2,F105W_Av2,F110W_Av2,F125W_Av2,F140W_Av2,F160W_Av2,F218W1_Av5,F225W1_Av5,F275W1_Av5,F336W_Av5,F390W_Av5,F438W_Av5,F475W_Av5,F555W_Av5,F606W_Av5,F625W_Av5,F775W_Av5,F814W_Av5,F105W_Av5,F110W_Av5,F125W_Av5,F140W_Av5,F160W_Av5,F218W1_Av10,F225W1_Av10,F275W1_Av10,F336W_Av10,F390W_Av10,F438W_Av10,F475W_Av10,F555W_Av10,F606W_Av10,F625W_Av10,F775W_Av10,F814W_Av10,F105W_Av10,F110W_Av10,F125W_Av10,F140W_Av10,F160W_Av10,F218W1_Av20,F225W1_Av20,F275W1_Av20,F336W_Av20,F390W_Av20,F438W_Av20,F475W_Av20,F555W_Av20,F606W_Av20,F625W_Av20,F775W_Av20,F814W_Av20,F105W_Av20,F110W_Av20,F125W_Av20,F140W_Av20,F160W_Av20
3.99,4.0,-0.2062274,-0.1674319,-0.15843587,-0.15837395,0.010603607,-0.23479125,-0.2610634,-0.28529054,-0.27699754,-0.28184602,-0.25359938,-0.22966647,-0.2577502,-0.26051736,-0.27407435,-0.25889382,-0.23686677,-1.6661683,-1.4704552,-1.1831361,-0.9898245,-0.70788413,-0.9061946,-0.87077284,-0.82547545,-0.75637114,-0.71766233,-0.5847255,-0.5363126,-0.44917423,-0.4344105,-0.41895834,-0.3814206,-0.33945125,-3.10549,-2.7397,-2.2008684,-1.8199705,-1.425116,-1.5769347,-1.4769213,-1.3615981,-1.2317163,-1.1522857,-0.9149285,-0.84101367,-0.6400346,-0.607191,-0.563602,-0.5037105,-0.4419605,-5.890721,-5.1805267,-4.2167726,-3.4763074,-2.8559241,-2.9164217,-2.6785192,-2.4216285,-2.1705854,-2.0179696,-1.572534,-1.4445013,-1.0200722,-0.94944566,-0.85216945,-0.7475813,-0.64675593,-12.221542,-11.49432,-10.102035,-8.412682,-7.121033,-6.9189553,-6.199894,-5.5061088,-4.8997355,-4.5870657,-3.5225472,-3.2070348,-2.146919,-1.950532,-1.7121464,-1.4735559,-1.2593931,-16.51072,-15.395476,-16.608595,-16.455702,-14.149872,-13.53725,-11.828653,-10.366184,-9.217892,-8.781982,-6.6962276,-5.991018,-3.982737,-3.5406253,-3.126711,-2.665061,-2.274769,-21.440649,-20.242085,-21.491251,-25.302008,-27.48619,-25.773438,-22.515226,-19.367521,-17.37379,-16.913372,-12.786035,-11.12335,-7.5168767,-6.493799,-5.8899612,-4.9829783,-4.2848163
3.99,4.5,-0.17020239,-0.12886451,-0.11714354,-0.12284493,-0.0022530255,-0.24887134,-0.27117193,-0.29089966,-0.27865395,-0.28061467,-0.24826877,-0.22623196,-0.25542554,-0.2567349,-0.26773155,-0.25168452,-0.22967027,-1.6302071,-1.4315499,-1.1418017,-0.95453703,-0.7209942,-0.9202239,-0.8806486,-0.83082896,-0.75776386,-0.7163475,-0.57945454,-0.5330347,-0.4467979,-0.43053097,-0.4125969,-0.3742092,-0.33225718,-3.0698256,-2.700502,-2.1595016,-1.7849331,-1.4384593,-1.590913,-1.4865639,-1.3666948,-1.2328483,-1.1508875,-0.90971994,-0.83789515,-0.63760686,-0.6032152,-0.55722195,-0.49649715,-0.4347688,-5.8574057,-5.141022,-4.17538,-3.441795,-2.869678,-2.9302983,-2.6876981,-2.4262104,-2.171209,-2.016406,-1.567458,-1.4417081,-1.0175422,-0.9452799,-0.84575236,-0.7403644,-0.639569,-12.222384,-11.468373,-10.062006,-8.379952,-7.1356387,-6.932529,-6.207763,-5.5092063,-4.8989973,-4.585021,-3.5179327,-3.205233,-2.1440895,-1.9458243,-1.7056193,-1.4663311,-1.2522203,-16.512518,-15.395989,-16.606417,-16.428139,-14.165028,-13.550334,-11.834856,-10.367261,-9.2155485,-8.779222,-6.6925607,-5.9906864,-3.9794445,-3.5351396,-3.120007,-2.6578321,-2.2676184,-21.441576,-20.242868,-21.491646,-25.298512,-27.496038,-25.780235,-22.519745,-19.366133,-17.369947,-16.909603,-12.784543,-11.124516,-7.512839,-6.487263,-5.8829403,-4.9757705,-4.2777014
3.99,5.0,-0.11755977,-0.07447693,-0.062039237,-0.07815918,-0.019900503,-0.26760715,-0.28436053,-0.29803336,-0.28072292,-0.27902803,-0.24179463,-0.2221715,-0.25289902,-0.2523834,-0.2601909,-0.24306999,-0.22108299,-1.57779,-1.3770251,-1.0867312,-0.9101685,-0.7389699,-0.9388851,-0.89351684,-0.83763033,-0.75949943,-0.7146579,-0.5730571,-0.52917415,-0.44420677,-0.42605832,-0.40503308,-0.36559212,-0.32367292,-3.0179644,-2.6458912,-2.1044736,-1.7408923,-1.4567363,-1.6094996,-1.4991119,-1.3731623,-1.2342546,-1.149095,-0.9034027,-0.8342382,-0.6349513,-0.59862226,-0.549635,-0.48787767,-0.42618755,-5.8090577,-5.0865498,-4.1204777,-3.398441,-2.8884823,-2.9487355,-2.6996107,-2.4320114,-2.1719747,-2.0144095,-1.5613115,-1.4384667,-1.0147587,-0.94044983,-0.8381192,-0.73174053,-0.63099384,-12.22247,-11.43285,-10.00922,-8.338917,-7.155515,-6.9505234,-6.217892,-5.5130944,-4.8980527,-4.5824327,-3.5123773,-3.2032592,-2.1409316,-1.9403186,-1.6978494,-1.4576977,-1.2436632,-16.515146,-15.396968,-16.60374,-16.393658,-14.185526,-13.56762,-11.842745,-10.36857,-9.212606,-8.775757,-6.6882157,-5.9905944,-3.975708,-3.528664,-3.1120174,-2.6491942,-2.2590895,-21.443117,-20.244232,-21.492523,-25.294437,-27.50927,-25.789267,-22.525423,-19.364359,-17.365162,-16.904905,-12.782969,-11.126349,-7.508173,-6.479482,-5.874557,-4.96716,-4.2692184
4.0,0.0,-0.08771037,-0.07352392,-0.012512822,-0.00200346,-0.17838101,-0.3764298,-0.37026888,-0.36377063,-0.33508307,-0.32558766,-0.3042062,-0.2938844,-0.3395628,-0.33841923,-0.344922,-0.33131462,-0.31518656,-1.5541244,-1.3788602,-1.0334544,-0.8364117,-0.8967357,-1.047382,-0.97823185,-0.9024811,-0.8132199,-0.76110697,-0.6364128,-0.60204315,-0.53083724,-0.5120427,-0.48975888,-0.45390463,-0.41780362,-3.0014546,-2.649063,-2.0476272,-1.6696337,-1.6136978,-1.7176714,-1.5826441,-1.4371328,-1.2873514,-1.195435,-0.96773136,-0.9082656,-0.7215487,-0.684556,-0.6343555,-0.5762586,-0.5203453,-5.8110785,-5.088357,-4.057065,-3.3324792,-3.0436077,-3.0562599,-2.7808273,-2.4942532,-2.2238812,-2.0605352,-1.6276714,-1.5148028,-1.101291,-1.0262848,-0.9228291,-0.8202598,-0.72520506,-12.311167,-11.446648,-9.934384,-8.2912655,-7.303977,-7.056141,-6.2928333,-5.5706043,-4.946957,-4.6279564,-3.5854685,-3.286177,-2.227276,-2.0258799,-1.7825279,-1.5466425,-1.3380301,-16.612535,-15.491274,-16.683725,-16.387287,-14.322164,-13.670261,-11.910315,-10.420362,-9.258438,-8.820445,-6.7741704,-6.081836,-4.0617723,-3.6138542,-3.1966448,-2.7388725,-2.3536978,-21.538778,-20.33858,-21.586012,-25.369568,-27.617987,-25.886326,-22.587412,-19.411465,-17.408922,-16.948557,-12.895885,-11.222464,-7.5938244,-6.564221,-5.9590907,-5.058319,-4.3642354
4.0,0.5,-0.08771037,-0.07352392,-0.012512822,-0.00200346,-0.17838101,-0.3764298,-0.37026888,-0.36377063,-0.33508307,-0.32558766,-0.3042062,-0.2938844,-0.3395628,-0.33841923,-0.344922,-0.33131462,-0.31518656,-1.5541244,-1.3788602,-1.0334544,-0.8364117,-0.8967357,-1.047382,-0.97823185,-0.9024811,-0.8132199,-0.76110697,-0.6364128,-0.60204315,-0.53083724,-0.5120427,-0.48975888,-0.45390463,-0.41780362,-3.0014546,-2.649063,-2.0476272,-1.6696337,-1.6136978,-1.7176714,-1.5826441,-1.4371328,-1.2873514,-1.195435,-0.96773136,-0.9082656,-0.7215487,-0.684556,-0.6343555,-0.5762586,-0.5203453,-5.8110785,-5.088357,-4.057065,-3.3324792,-3.0436077,-3.0562599,-2.7808273,-2.4942532,-2.2238812,-2.0605352,-1.6276714,-1.5148028,-1.101291,-1.0262848,-0.9228291,-0.8202598,-0.72520506,-12.311167,-11.446648,-9.934384,-8.2912655,-7.303977,-7.056141,-6.2928333,-5.5706043,-4.946957,-4.6279564,-3.5854685,-3.286177,-2.227276,-2.0258799,-1.7825279,-1.5466425,-1.3380301,-16.612535,-15.491274,-16.683725,-16.387287,-14.322164,-13.670261,-11.910315,-10.420362,-9.258438,-8.820445,-6.7741704,-6.081836,-4.0617723,-3.6138542,-3.1966448,-2.7388725,-2.3536978,-21.538778,-20.33858,-21.586012,-25.369568,-27.617987,-25.886326,-22.587412,-19.411465,-17.408922,-16.948557,-12.895885,-11.222464,-7.5938244,-6.564221,-5.9590907,-5.058319,-4.3642354
4.0,1.0,-0.08771037,-0.07352392,-0.012512822,-0.00200346,-0.17838101,-0.3764298,-0.37026888,-0.36377063,-0.33508307,-0.32558766,-0.3042062,-0.2938844,-0.3395628,-0.33841923,-0.344922,-0.33131462,-0.31518656,-1.5541244,-1.3788602,-1.0334544,-0.8364117,-0.8967357,-1.047382,-0.97823185,-0.9024811,-0.8132199,-0.76110697,-0.6364128,-0.60204315,-0.53083724,-0.5120427,-0.48975888,-0.45390463,-0.41780362,-3.0014546,-2.649063,-2.0476272,-1.6696337,-1.6136978,-1.7176714,-1.5826441,-1.4371328,-1.2873514,-1.195435,-0.96773136,-0.9082656,-0.7215487,-0.684556,-0.6343555,-0.5762586,-0.5203453,-5.8110785,-5.088357,-4.057065,-3.3324792,-3.0436077,-3.0562599,-2.7808273,-2.4942532,-2.2238812,-2.0605352,-1.6276714,-1.5148028,-1.101291,-1.0262848,-0.9228291,-0.8202598,-0.72520506,-12.311167,-11.446648,-9.934384,-8.2912655,-7.303977,-7.056141,-6.2928333,-5.5706043,-4.946957,-4.6279564,-3.5854685,-3.286177,-2.227276,-2.0258799,-1.7825279,-1.5466425,-1.3380301,-16.612535,-15.491274,-16.683725,-16.387287,-14.322164,-13.670261,-11.910315,-10.420362,-9.258438,-8.820445,-6.7741704,-6.081836,-4.0617723,-3.6138542,-3.1966448,-2.7388725,-2.3536978,-21.538778,-20.33858,-21.586012,-25.369568,-27.617987,-25.886326,-22.587412,-19.411465,-17.408922,-16.948557,-12.895885,-11.222464,-7.5938244,-6.564221,-5.9590907,-5.058319,-4.3642354
4.0,1.5,-0.08771037,-0.07352392,-0.012512822,-0.00200346,-0.17838101,-0.3764298,-0.37026888,-0.36377063,-0.33508307,-0.32558766,-0.3042062,-0.2938844,-0.3395628,-0.33841923,-0.344922,-0.33131462,-0.31518656,-1.5541244,-1.3788602,-1.0334544,-0.8364117,-0.8967357,-1.047382,-0.97823185,-0.9024811,-0.8132199,-0.76110697,-0.6364128,-0.60204315,-0.53083724,-0.5120427,-0.48975888,-0.45390463,-0.41780362,-3.0014546,-2.649063,-2.0476272,-1.6696337,-1.6136978,-1.7176714,-1.5826441,-1.4371328,-1.2873514,-1.195435,-0.96773136,-0.9082656,-0.7215487,-0.684556,-0.6343555,-0.5762586,-0.5203453,-5.8110785,-5.088357,-4.057065,-3.3324792,-3.0436077,-3.0562599,-2.7808273,-2.4942532,-2.2238812,-2.0605352,-1.6276714,-1.5148028,-1.101291,-1.0262848,-0.9228291,-0.8202598,-0.72520506,-12.311167,-11.446648,-9.934384,-8.2912655,-7.303977,-7.056141,-6.2928333,-5.5706043,-4.946957,-4.6279564,-3.5854685,-3.286177,-2.227276,-2.0258799,-1.7825279,-1.5466425,-1.3380301,-16.612535,-15.491274,-16.683725,-16.387287,-14.322164,-13.670261,-11.910315,-10.420362,-9.258438,-8.820445,-6.7741704,-6.081836,-4.0617723,-3.6138542,-3.1966448,-2.7388725,-2.3536978,-21.538778,-20.33858,-21.586012,-25.369568,-27.617987,-25.886326,-22.587412,-19.411465,-17.408922,-16.948557,-12.895885,-11.222464,-7.5938244,-6.564221,-5.9590907,-5.058319,-4.3642354
4.0,2.0,-0.19828603,-0.19105002,-0.14737394,-0.1374495,-0.12613775,-0.3051716,-0.31788597,-0.33068907,-0.31693274,-0.31812307,-0.31576598,-0.29736337,-0.32529482,-0.32868433,-0.34304485,-0.33099106,-0.3131423,-1.6639321,-1.4976791,-1.168798,-0.9717001,-0.84267825,-0.97640014,-0.9269071,-0.8704048,-0.7960412,-0.7539299,-0.64804727,-0.60503817,-0.51672554,-0.50260645,-0.48794162,-0.4535659,-0.4157439,-3.1097426,-2.7692094,-2.183407,-1.8047631,-1.5579357,-1.6469655,-1.5323738,-1.406064,-1.2711301,-1.1885445,-0.97944003,-0.91075665,-0.7075927,-0.6754163,-0.63259804,-0.57590413,-0.51827025,-5.9107633,-5.210684,-4.1935534,-3.4672859,-2.9847505,-2.9861042,-2.7326381,-2.4651911,-2.209518,-2.0542133,-1.6395268,-1.5162295,-1.0876445,-1.0177302,-0.92119104,-0.81987226,-0.7230999,-12.292863,-11.529507,-10.068285,-8.424992,-7.2380624,-6.987609,-6.250413,-5.5472546,-4.937516,-4.623282,-3.5977435,-3.2840512,-2.2145357,-2.018997,-1.7812442,-1.5461434,-1.3358387,-16.595043,-15.477539,-16.681362,-16.51044,-14.250065,-13.604294,-11.874996,-10.404592,-9.254674,-8.818202,-6.787028,-6.073401,-4.050433,-3.609383,-3.1959326,-2.73815,-2.3513772,-21.520061,-20.319246,-21.567728,-25.362877,-27.564842,-25.846006,-22.558716,-19.40447,-17.410303,-16.949703,-12.909269,-11.204629,-7.584739,-6.5630345,-5.959412,-5.057048,-4.361715
4.0,2.5,-0.25702265,-0.24919067,-0.21208277,-0.20253444,-0.10644719,-0.2767677,-0.299487,-0.32221112,-0.3155085,-0.32174486,-0.3269207,-0.3051621,-0.3232845,-0.32831797,-0.34564304,-0.33382088,-0.31487897,-1.7217379,-1.5558268,-1.2337931,-1.0366988,-0.8221677,-0.94814813,-0.9090645,-0.86241865,-0.7950611,-0.7576709,-0.65924656,-0.61263686,-0.5147766,-0.5023527,-0.4905602,-0.45638478,-0.41747305,-3.1661713,-2.8274755,-2.248665,-1.8696755,-1.536653,-1.6188651,-1.5150849,-1.3985701,-1.270587,-1.1924042,-0.9906846,-0.918146,-0.70570487,-0.67527413,-0.635237,-0.57871187,-0.519992,-5.9614706,-5.269291,-4.2592545,-3.532025,-2.9620614,-2.9583058,-2.7164407,-2.458675,-2.2098205,-2.0583081,-1.650864,-1.5231736,-1.0858778,-1.017808,-0.9238705,-0.8226571,-0.724807,-12.287521,-11.569944,-10.133003,-8.489176,-7.212136,-6.9607,-6.2372284,-5.543502,-4.940042,-4.6280556,-3.6093721,-3.2894804,-2.2131236,-2.0197003,-1.7840439,-1.5488547,-1.337504,-16.594196,-15.47762,-16.68594,-16.569658,-14.221244,-13.578784,-11.865486,-10.404433,-9.259709,-8.82397,-6.799167,-6.076035,-4.0495667,-3.6109798,-3.198926,-2.740725,-2.3529792,-21.51804,-20.316246,-21.565042,-25.364826,-27.545792,-25.833551,-22.552513,-19.408226,-17.417515,-16.95684,-12.92237,-11.202752,-7.5847416,-6.5658245,-5.962753,-5.059319,-4.363214
4.0,3.0,-0.28258488,-0.2718899,-0.23674306,-0.22759967,-0.10348328,-0.267577,-0.29492578,-0.3219955,-0.31800032,-0.32613882,-0.3333537,-0.31094423,-0.32358143,-0.3289465,-0.34693077,-0.33486354,-0.31529543,-1.7465677,-1.5781577,-1.2586154,-1.061728,-0.81879014,-0.93902916,-0.90475506,-0.86240387,-0.7977123,-0.76209897,-0.6657106,-0.6183793,-0.5150889,-0.5030065,-0.49185118,-0.45742044,-0.4178862,-3.19006,-2.8495538,-2.2736382,-1.8946692,-1.53288,-1.6098176,-1.5110257,-1.3987556,-1.2733945,-1.196866,-0.99718094,-0.9238451,-0.7060325,-0.6759529,-0.6365312,-0.57974046,-0.52040184,-5.982273,-5.2911515,-4.284493,-3.5569494,-2.9575508,-2.9494007,-2.7128732,-2.4592562,-2.2129283,-2.062837,-1.6574283,-1.5287746,-1.0862359,-1.0185357,-0.9251712,-0.82367134,-0.7252104,-12.287225,-11.586099,-10.158166,-8.513895,-7.205815,-6.952213,-6.2350073,-5.545184,-4.9439225,-4.632775,-3.616169,-3.2946966,-2.2135699,-2.020565,-1.7853636,-1.5498247,-1.337889,-16.597912,-15.480856,-16.690443,-16.59265,-14.213041,-13.5709505,-11.864879,-10.407494,-9.26442,-8.828961,-6.806439,-6.080363,-4.0501475,-3.6120346,-3.200276,-2.741618,-2.353336,-21.52053,-20.317688,-21.56635,-25.367056,-27.541792,-25.831825,-22.553278,-19.412615,-17.422865,-16.962189,-12.93079,-11.205126,-7.5855308,-6.5671167,-5.964156,-5.0600533,-4.363524
4.0,3.5,-0.28482017,-0.27063316,-0.23528653,-0.2272228,-0.11035395,-0.26849154,-0.2970103,-0.3248537,-0.32088563,-0.3289764,-0.3351177,-0.31381267,-0.32359874,-0.32858178,-0.34593776,-0.33341172,-0.31352985,-1.7483053,-1.5764365,-1.2572498,-1.0613508,-0.8254513,-0.9399625,-0.9068952,-0.86528075,-0.8005841,-0.7649215,-0.66749465,-0.6213098,-0.5150952,-0.50261825,-0.49085248,-0.45596436,-0.4161198,-3.191266,-2.8474736,-2.2723606,-1.8942925,-1.5393322,-1.6107697,-1.5132204,-1.40165,-1.2762518,-1.1996734,-0.9989863,-0.9268375,-0.70602775,-0.6755413,-0.6355268,-0.57828015,-0.5186347,-5.982437,-5.288705,-4.2833843,-3.5565765,-2.9635887,-2.9503899,-2.7151732,-2.462182,-2.2157547,-2.0656135,-1.6592803,-1.5318888,-1.086209,-1.0180777,-0.9241554,-0.82220256,-0.72344184,-12.288751,-11.586121,-10.157628,-8.513558,-7.210682,-6.953309,-6.2375817,-5.548173,-4.946645,-4.63546,-3.6181934,-3.2981403,-2.213478,-2.0199728,-1.784314,-1.5483311,-1.3361163,-16.602638,-15.484546,-16.69347,-16.592606,-14.216339,-13.57221,-11.867744,-10.410485,-9.266965,-8.831503,-6.8088603,-6.084118,-4.0499535,-3.6112432,-3.199172,-2.7400851,-2.3515575,-21.524033,-20.320337,-21.568546,-25.36774,-27.545383,-25.835249,-22.55629,-19.415379,-17.425158,-16.96451,-12.9343195,-11.208513,-7.5851665,-6.5660434,-5.9629536,-5.0584517,-4.361734
4.0,4.0,-0.26867205,-0.25101495,-0.21474059,-0.20920117,-0.123704836,-0.275473,-0.30274183,-0.3288767,-0.32312542,-0.32985273,-0.3329057,-0.31390816,-0.3225968,-0.3267486,-0.34264907,-0.32954296,-0.3095512,-1.7318703,-1.5563759,-1.2367693,-1.0433564,-0.8387205,-0.94692546,-0.9125455,-0.8691978,-0.80269474,-0.7657511,-0.6652906,-0.6215353,-0.51406467,-0.5007302,-0.48755273,-0.45209306,-0.41214195,-3.174643,-2.8270657,-2.2519474,-1.8763263,-1.5525075,-1.6177142,-1.5187889,-1.4054596,-1.2782344,-1.2004564,-0.99679124,-0.9271953,-0.70496875,-0.67359865,-0.63221604,-0.5744064,-0.5146576,-5.9663625,-5.26798,-4.263118,-3.5386696,-2.9765456,-2.9572968,-2.720578,-2.4657745,-2.217486,-2.0663037,-1.6571066,-1.5325166,-1.0850935,-1.0160273,-0.9208226,-0.8183241,-0.7194663,-12.29054,-11.573894,-10.138495,-8.495866,-7.2228208,-6.960103,-6.2425137,-5.551121,-4.94769,-4.635879,-3.6161132,-3.299584,-2.2121966,-2.0176141,-1.780916,-1.54444,-1.3321458,-16.607327,-15.487825,-16.694818,-16.576555,-14.226985,-13.578822,-11.872052,-10.412507,-9.267174,-8.831515,-6.8070397,-6.086707,-4.0484147,-3.6084394,-3.1956687,-2.7361784,-2.3475945,-21.527557,-20.323118,-21.570698,-25.366535,-27.55307,-25.842003,-22.559898,-19.416142,-17.42454,-16.96394,-12.933361,-11.211871,-7.5832105,-6.562632,-5.959261,-5.054531,-4.357782
4.0,4.5,-0.23633073,-0.21568136,-0.17882478,-0.17777556,-0.14196455,-0.28680328,-0.31098226,-0.33354324,-0.32467437,-0.32907555,-0.32752046,-0.31165645,-0.32062152,-0.3235954,-0.33738375,-0.3235688,-0.30358818,-1.6994373,-1.5207101,-1.2009252,-1.0119809,-0.85700387,-0.9582085,-0.9206014,-0.87366587,-0.8040301,-0.76490474,-0.65989965,-0.61946017,-0.51204723,-0.49749675,-0.4822721,-0.4461172,-0.40618083,-3.1423254,-2.791154,-2.2161794,-1.8450019,-1.5707915,-1.6289499,-1.5266602,-1.4097278,-1.2793585,-1.199541,-0.99139535,-0.9253013,-0.70290935,-0.67028564,-0.62692004,-0.5684289,-0.5086984,-5.935919,-5.23196,-4.227525,-3.5074506,-2.9947696,-2.968438,-2.7280824,-2.4696412,-2.2181978,-2.065251,-1.6517032,-1.5309962,-1.0829506,-1.0125574,-0.9154962,-0.8123437,-0.71351105,-12.29179,-11.551309,-10.104563,-8.465005,-7.240501,-6.970963,-6.2489853,-5.5538216,-4.9472938,-4.6344266,-3.6107087,-3.2992303,-2.209809,-2.0136971,-1.7754991,-1.5384533,-1.3262019,-16.611647,-15.490435,-16.694519,-16.548323,-14.243189,-13.589234,-11.877214,-10.413597,-9.265464,-8.829469,-6.8017173,-6.088137,-4.0456486,-3.6038804,-3.1901062,-2.7301888,-2.3416684,-21.530874,-20.325752,-21.572594,-25.363836,-27.563444,-25.850775,-22.563738,-19.415224,-17.421593,-16.961054,-12.928516,-11.215024,-7.579835,-6.557208,-5.9534373,-5.0485606,-4.351885
4.0,5.0,-0.18873772,-0.16585676,-0.12944137,-0.13540332,-0.16427274,-0.30211583,-0.3216587,-0.3390879,-0.32597232,-0.32724085,-0.31971902,-0.3074756,-0.31792313,-0.3194448,-0.33045718,-0.31577408,-0.29586616,-1.6519345,-1.4707189,-1.1516387,-0.96968246,-0.8794579,-0.9734499,-0.9310072,-0.8789343,-0.8050427,-0.7629812,-0.6520796,-0.6154857,-0.5092938,-0.49323893,-0.47532612,-0.4383209,-0.3984616,-3.0952117,-2.7410753,-2.1669955,-1.8027782,-1.5933574,-1.6441201,-1.5367957,-1.4147185,-1.2800891,-1.1975287,-0.98355705,-0.92153966,-0.700101,-0.6659216,-0.61995476,-0.56063116,-0.50098205,-5.8918285,-5.1820817,-4.1785765,-3.4653795,-3.0174677,-2.9834661,-2.7376823,-2.4740756,-2.2183793,-2.063063,-1.6438298,-1.5276773,-1.0800333,-1.0079845,-0.90849227,-0.8045435,-0.70580024,-12.292099,-11.519177,-10.057773,-8.423438,-7.263025,-6.9855695,-6.2570863,-5.5566506,-4.9460077,-4.631727,-3.6027439,-3.2973278,-2.2065732,-2.0085328,-1.7683809,-1.5306488,-1.3185078,-16.615341,-15.49235,-16.692532,-16.51019,-14.264381,-13.603171,-11.883438,-10.414243,-9.262458,-8.826011,-6.793661,-6.08852,-4.0419216,-3.5978765,-3.1828043,-2.7223864,-2.3340003,-21.533836,-20.32825,-21.574173,-25.360048,-27.576277,-25.861158,-22.568117,-19.413221,-17.416994,-16.956532,-12.920552,-11.218009,-7.57532,-6.5500884,-5.945806,-5.0407934,-4.3442597
4.01,0.0,-0.015943129,-0.0030010089,0.05017556,0.03928488,-0.21089257,-0.42204723,-0.41692352,-0.41147786,-0.38371715,-0.37486956,-0.35558015,-0.34829524,-0.40451887,-0.40350416,-0.41020662,-0.39779732,-0.38357496,-1.4828442,-1.3088442,-0.9712084,-0.79530215,-0.9300501,-1.0930059,-1.0249405,-0.9502476,-0.8619136,-0.81040865,-0.68781674,-0.6566624,-0.59579664,-0.5771352,-0.5550456,-0.52040803,-0.48620197,-2.9311345,-2.5796506,-1.9858232,-1.6287047,-1.647773,-1.7633018,-1.6294067,-1.4849588,-1.336104,-1.2447565,-1.019166,-0.96309924,-0.7865114,-0.74965614,-0.6996444,-0.6427828,-0.58875346,-5.746091,-5.0206337,-3.9961627,-3.2919161,-3.0790846,-3.1019034,-2.8276966,-2.5421972,-2.27275,-2.109896,-1.6791697,-1.5700815,-1.1662602,-1.0914,-0.9881223,-0.886826,-0.7936327,-12.332261,-11.418693,-9.878635,-8.251883,-7.3427987,-7.101825,-6.3400006,-5.618885,-4.9961395,-4.677433,-3.6371746,-3.3428824,-2.2922647,-2.091039,-1.8478339,-1.6133369,-1.4065145,-16.672747,-15.551997,-16.735254,-16.355486,-14.364382,-13.716026,-11.95785,-10.469099,-9.3080015,-8.870098,-6.826268,-6.140928,-4.126792,-3.6790793,-3.2619717,-2.8057861,-2.422272,-21.602377,-20.402172,-21.649597,-25.430113,-27.66906,-25.941639,-22.635693,-19.460926,-17.458878,-16.99847,-12.948831,-11.284886,-7.658898,-6.629544,-6.024457,-5.1256695,-4.432971
4.01,0.5,-0.015943129,-0.0030010089,0.05017556,0.03928488,-0.21089257,-0.42204723,-0.41692352,-0.41147786,-0.38371715,-0.37486956,-0.35558015,-0.34829524,-0.40451887,-0.40350416,-0.41020662,-0.39779732,-0.38357496,-1.4828442,-1.3088442,-0.9712084,-0.79530215,-0.9300501,-1.0930059,-1.0249405,-0.9502476,-0.8619136,-0.81040865,-0.68781674,-0.6566624,-0.59579664,-0.5771352,-0.5550456,-0.52040803,-0.48620197,-2.9311345,-2.5796506,-1.9858232,-1.6287047,-1.647773,-1.7633018,-1.6294067,-1.4849588,-1.336104,-1.2447565,-1.019166,-0.96309924,-0.7865114,-0.74965614,-0.6996444,-0.6427828,-0.58875346,-5.746091,-5.0206337,-3.9961627,-3.2919161,-3.0790846,-3.1019034,-2.8276966,-2.5421972,-2.27275,-2.109896,-1.6791697,-1.5700815,-1.1662602,-1.0914,-0.9881223,-0.886826,-0.7936327,-12.332261,-11.418693,-9.878635,-8.251883,-7.3427987,-7.101825,-6.3400006,-5.618885,-4.9961395,-4.677433,-3.6371746,-3.3428824,-2.2922647,-2.091039,-1.8478339,-1.6133369,-1.4065145,-16.672747,-15.551997,-16.735254,-16.355486,-14.364382,-13.716026,-11.95785,-10.469099,-9.3080015,-8.870098,-6.826268,-6.140928,-4.126792,-3.6790793,-3.2619717,-2.8057861,-2.422272,-21.602377,-20.402172,-21.649597,-25.430113,-27.66906,-25.941639,-22.635693,-19.460926,-17.458878,-16.99847,-12.948831,-11.284886,-7.658898,-6.629544,-6.024457,-5.1256695,-4.432971
