    INT     ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,       INT        ,       INT        ,         FLOAT          ,         FLOAT          ,      INT       ,   BOOL   ,   BOOL   , BOOL , BOOL ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,       INT        ,       INT        ,         FLOAT          ,         FLOAT          ,   BOOL   ,   BOOL   ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,INT
     -      ,          Myr           ,          Myr           ,          Msol          ,          Msol          ,          Rsol          ,          Rsol          ,        -         ,        -         ,          Rsol          ,           -            ,     Count      ,  State   ,  State   ,Event ,State ,           -            ,           -            ,          Msol          ,          Msol          ,          Rsol          ,          Rsol          ,        -         ,        -         ,          Rsol          ,           -            ,  Event   ,  Event   ,           -            ,           -            ,           -            ,        Msol/Myr        ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,           -            ,-
    SEED    ,        Time>MT         ,        Time<MT         ,       Mass(1)>MT       ,       Mass(2)>MT       ,      Radius(1)>MT      ,      Radius(2)>MT      ,Stellar_Type(1)>MT,Stellar_Type(2)>MT,    SemiMajorAxis>MT    ,    Eccentricity>MT     ,MT_Event_Counter,RLOF(1)>MT,RLOF(2)>MT,Merger,CEE>MT,   Radius(1)|RL>step    ,   Radius(2)|RL>step    ,       Mass(1)<MT       ,       Mass(2)<MT       ,      Radius(1)<MT      ,      Radius(2)<MT      ,Stellar_Type(1)<MT,Stellar_Type(2)<MT,    SemiMajorAxis<MT    ,    Eccentricity<MT     ,RLOF(1)<MT,RLOF(2)<MT,   Radius(1)|RL<step    ,   Radius(2)|RL<step    ,          Beta          , MassTransferRateDonor  ,    Zeta_Soberman(1)    ,  Zeta_Soberman_He(1)   ,     Zeta_Hurley(1)     ,   Zeta_Hurley_He(1)    ,    Zeta_Soberman(2)    ,  Zeta_Soberman_He(2)   ,     Zeta_Hurley(2)     ,   Zeta_Hurley_He(2)    ,Record_Type
  1723023995,      63.011011076219972,      62.324019705487970,       5.986447727523371,       1.999977202779125,       6.222969435074780,       1.576166057178144,                 1,                 1,      12.923852505847110,       0.000000000000000,               1,1,0,1,1,       1.011861788509749,       0.421777292175339,       5.986447727523371,       1.999977202779125,       6.222969435074780,       1.576166057178144,                 1,                 1,      12.923852505847108,       0.000000000000000,0,0,       1.011861788509749,       0.421777292175339,       0.062537213511476,      72.842751107139691,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,         1
  1723023995,      63.435981064573973,      63.011011076219972,       7.536683309295780,       0.000000000000000,       3.579694896577545,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,               2,1,1,1,1,                    -nan,                    -nan,       7.536683309295780,       0.000000000000000,       3.579694896577545,       0.000000000000000,                 1,                15,      12.923852505847110,       0.000000000000000,1,0,                    -nan,                    -nan,       0.062537213511476,      72.842751107139691,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,         1
  1723023995,      63.860951052927973,      63.435981064573973,       7.536683309295780,       0.000000000000000,       3.599070742206045,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,               3,1,1,1,1,                    -nan,                    -nan,       7.536683309295780,       0.000000000000000,       3.599070742206045,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,1,1,                    -nan,                    -nan,       0.062537213511476,      72.842751107139691,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,         1
  1723023995,      64.285921041281966,      63.860951052927973,       7.536683309295780,       0.000000000000000,       3.618707382153314,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,               4,1,1,1,1,                    -nan,                    -nan,       7.536683309295780,       0.000000000000000,       3.618707382153314,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,1,1,                    -nan,                    -nan,       0.062537213511476,      72.842751107139691,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,         1
  1723023995,      64.710891029635960,      64.285921041281966,       7.536683309295780,       0.000000000000000,       3.638614407295552,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,               5,1,1,1,1,                    -nan,                    -nan,       7.536683309295780,       0.000000000000000,       3.638614407295552,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,1,1,                    -nan,                    -nan,       0.062537213511476,      72.842751107139691,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,         1
  1723023995,      65.135861017989953,      64.710891029635960,       7.536683309295780,       0.000000000000000,       3.658801617816753,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,               6,1,1,1,1,                    -nan,                    -nan,       7.536683309295780,       0.000000000000000,       3.658801617816753,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,1,1,                    -nan,                    -nan,       0.062537213511476,      72.842751107139691,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,         1
  1723023995,      65.560831006343946,      65.135861017989953,       7.536683309295780,       0.000000000000000,       3.679279033214477,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,               7,1,1,1,1,                    -nan,                    -nan,       7.536683309295780,       0.000000000000000,       3.679279033214477,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,1,1,                    -nan,                    -nan,       0.062537213511476,      72.842751107139691,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,         1
  1723023995,      65.985800994697939,      65.560831006343946,       7.536683309295780,       0.000000000000000,       3.700056903499917,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,               8,1,1,1,1,                    -nan,                    -nan,       7.536683309295780,       0.000000000000000,       3.700056903499917,       0.000000000000000,                 1,                15,                    -nan,       0.000000000000000,1,1,                    -nan,                    -nan,       0.062537213511476,      72.842751107139691,      -0.333333333333333,      -0.333333333333333,      -0.293792763501389,      -0.293792763501389,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,         1
