L	logL	Teff	M	Z	type
0.5283946859292562	-0.27704155873958003	5533.692748558171	0.8740911243424788	0.008	1
0.6896273257397678	-0.1613855383914713	5763.507427310593	0.9239311109116639	0.008	1
2.4821235111534983	0.39482338831412916	6727.88569587005	1.2163339204158785	0.008	1
0.812556745469828	-0.09014630003047232	5900.1800833337065	0.9562399652418406	0.008	1
0.5892784879081605	-0.22967941288976057	5628.575365508182	0.8941284606963495	0.008	1
67.1133188155168	1.826808715610018	12643.957620566694	2.7101719529231416	0.008	1
647.623090742032	2.8113223249532786	17731.759617696956	4.930644549907774	0.008	1
6.897220777312548	0.8386741278062496	8096.50585261884	1.5354531525790491	0.008	1
8.483645024085918	0.92858248830917	8487.4838286114	1.613070270451035	0.008	1
1.0213342563219314	0.009167898716759519	6081.362267365989	1.0034300633368691	0.008	1
215.89085991467923	2.3342342561709835	15199.933811257666	3.690909547781403	0.008	1
47.24773101531821	1.674380957158771	11902.686849281385	2.472750618461145	0.008	1
551.0197732159588	2.7411671836875384	17333.466463784847	4.723479166113333	0.008	1
521.1583472121489	2.7169696981019604	17210.70814410207	4.656707915709782	0.008	1
59.162380600660214	1.7720456409997905	12365.31976274126	2.620787306454087	0.008	1
5.58734652246707	0.7472056067688793	7725.765536508079	1.4612501757865333	0.008	1
4.8351703710277025	0.6844117813959849	7494.009445668082	1.4129183233046803	0.008	1
10.908771176258485	1.037775832034091	8981.493965213314	1.7140596665714345	0.008	1
7.984907949570036	0.9022699139342114	8371.073843432367	1.589855190463368	0.008	1
62.0263051693786	1.7925759115479611	12469.247121311168	2.65388644164826	0.008	1
0.7704178418860406	-0.11327366806559706	5856.37309130835	0.9456090689377118	0.008	1
2.0887422558385245	0.3198848527265439	6593.363724966722	1.170789672298254	0.008	1
0.8050577538693658	-0.09417296275378395	5892.595485713523	0.954379005390741	0.008	1
33.83324619237848	1.5293436689615523	11221.1227173388	2.2694663025396578	0.008	1
0.3933145277077517	-0.40526001192539773	5276.924196431533	0.8222196978890486	0.008	1
0.7831497431690065	-0.10615519015881102	5869.918814186529	0.948866390771105	0.008	1
0.5398658216934118	-0.26771416636058437	5552.425986932689	0.8779978883745642	0.008	1
0.9786939451967162	-0.009353098485875568	6048.453898626862	0.9944306732870986	0.008	1
2.0739227632677832	0.3167925784217757	6588.121088641258	1.1689569616159836	0.008	1
4.949139119559485	0.6945296619355892	7529.889332413984	1.420567746664528	0.008	1
0.3891857125363057	-0.4098431115705337	5267.855390271247	0.820425413956084	0.008	1
533.6986554165721	2.727296108657253	17280.3447693209	4.688664633421064	0.008	1
0.6709008419315836	-0.17334166311591565	5740.112920965012	0.9186331761284556	0.008	1
0.8540867093573696	-0.06849803623859872	5940.6340800383105	0.9663184824429101	0.008	1
2400.8654961404472	3.380367830227689	20583.2374659952	6.772023330344459	0.008	1
211.50552135420685	2.3253217091217744	15146.88264319027	3.6698070593301697	0.008	1
2449.786322061921	3.389128205508855	20588.297625419666	6.792685878883566	0.008	1
7.723822182379042	0.8878322669068782	8307.822495117556	1.57729502551603	0.008	1
39.892444506604015	1.6008906495763544	11566.018681689444	2.3685184882399586	0.008	1
87.04390539828373	1.9397383682786726	13177.22861637192	2.8988418020194584	0.008	1
2.1242783424640432	0.3272114213907371	6605.863953452874	1.1751464165595082	0.008	1
14.034908241619982	1.1472095776196651	9470.43531401771	1.8210405581272786	0.008	1
0.39902358124623544	-0.3990014378909552	5289.328149703534	0.8246762747306597	0.008	1
0.7706981670705985	-0.11311567388290458	5856.674320846215	0.9456812231413558	0.008	1
0.6835387740251253	-0.16523684485982448	5755.9839916792625	0.9222207312264153	0.008	1
0.44132973612639276	-0.35523680946528197	5376.598378795321	0.8420638985281865	0.008	1
31.56564174700659	1.4992146232008536	11077.394465708769	2.229236993124936	0.008	1
1.1882693272644789	0.0749148868473355	6194.974783171546	1.0361809449864374	0.008	1
20.702553975982386	1.3160239256142248	10235.715790712115	2.004548648653313	0.008	1
9651.20458856355	3.984581521998428	19962.91391146044	8.91243237528977	0.008	1
58.26570589144765	1.7654130123175749	12331.877535862794	2.610197719521337	0.008	1
0.37575595915015697	-0.42509412316817863	5237.772494262495	0.8144826151801464	0.008	1
0.377226733398221	-0.42339753715442274	5241.111464416777	0.8151416066034931	0.008	1
0.7588879311672122	-0.11982235384000557	5843.864592251312	0.9426239964087333	0.008	1
1.0296166386973111	0.01267555219085319	6087.561443828942	1.0051454434062121	0.008	1
2.4868893187434935	0.3956564570316587	6729.48010895596	1.216852689945496	0.008	1
1666.5386198231763	3.221815382312035	19864.297247857477	6.230644435328977	0.008	1
0.469681117624432	-0.3281968992086032	5430.8472979736725	0.8529957491513646	0.008	1
1.0916010244830052	0.038063934589565765	6131.96032282165	1.0176673727350678	0.008	1
1.6079783060012534	0.20628018517891172	6408.700930974709	1.1057614291801812	0.008	1
