    INT     ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,       INT        ,       INT        ,         FLOAT          ,         FLOAT          ,      INT       ,   BOOL   ,   BOOL   , BOOL , BOOL ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,       INT        ,       INT        ,         FLOAT          ,         FLOAT          ,   BOOL   ,   BOOL   ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         INT         ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,INT
  1727156679,       0.135006717638000,       0.000000000000000,       0.850000000000000,       0.850000000000000,       0.783691620248079,       0.783691620248079,                 1,                 1,       2.044954595987072,       0.000000000000000,               1,1,1,1,1,       1.011377785790318,       1.011377785790318,       0.850000000000000,       0.850000000000000,       0.783691620248079,       0.783691620248079,                 1,                 1,       2.044954595987072,       0.000000000000000,0,0,       1.011377785790318,       1.011377785790318,       0.500000000000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000000000000,                    3,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156680,    1080.188747823053973,     945.182030184877021,       0.850000000000000,       0.850000000000000,       0.795746705994633,       0.795746705994633,                 1,                 1,       2.098712603242253,       0.000000000000000,               1,1,1,1,1,       1.000630545647917,       1.000630545647917,       0.850000000000000,       0.850000000000000,       0.795746705994633,       0.795746705994633,                 1,                 1,       2.098712603242253,       0.000000000000000,0,0,       1.000630545647917,       1.000630545647917,       0.500000000000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000000000000,                    3,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156681,    2700.269359481178526,    2565.262641843001347,       0.850000000000000,       0.850000000000000,       0.815830974213751,       0.815830974213751,                 1,                 1,       2.152470610497434,       0.000000000000000,               1,1,1,1,1,       1.000264456405832,       1.000264456405832,       0.850000000000000,       0.850000000000000,       0.815830974213751,       0.815830974213751,                 1,                 1,       2.152470610497434,       0.000000000000000,0,0,       1.000264456405832,       1.000264456405832,       0.500000000000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000000000000,                    3,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156682,    4050.336535862950313,    3915.329818224773135,       0.850000000000000,       0.850000000000000,       0.836169170800213,       0.836169170800213,                 1,                 1,       2.206228617752614,       0.000000000000000,               1,1,1,1,1,       1.000219955180389,       1.000219955180389,       0.850000000000000,       0.850000000000000,       0.836169170800213,       0.836169170800213,                 1,                 1,       2.206228617752614,       0.000000000000000,0,0,       1.000219955180389,       1.000219955180389,       0.500000000000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000000000000,                    3,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,     221.644374142373977,     147.787535041282979,       0.896122001625979,       0.803877998374021,       0.831348039964815,       0.745077015219303,                 1,                 0,       2.133965449142211,       0.000000000000000,               1,1,0,0,0,       1.003139520564015,       0.944788241884334,       1.000000000000000,       0.700000000000000,       0.929274948492255,       0.651247015709546,                 1,                 0,       2.259986625007795,       0.000000000000000,0,0,       1.002552586182131,       0.826883014829834,       1.000000000000000,       0.035253998001486,                    2,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,     332.067697384890948,     221.644374142373977,       0.894229964070203,       0.805770035929797,       0.828839575383680,       0.747919462107923,                 1,                 0,       2.132953000774669,       0.000000000000000,               2,1,0,0,0,       1.001591362117645,       0.947859573200703,       0.896122001625979,       0.803877998374021,       0.830495032275902,       0.746307111155527,                 1,                 0,       2.133965449142211,       0.000000000000000,1,0,       1.002110245599788,       0.946348054028844,       1.000000000000000,       0.000017134401503,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,     443.373218677911950,     332.067697384890948,       0.892342219922343,       0.807657780077657,       0.828887272086323,       0.750390104503860,                 1,                 0,       2.131985781989167,       0.000000000000000,               3,1,0,0,0,       1.003107084741189,       0.950439395013860,       0.894229964070203,       0.805770035929797,       0.830531766082780,       0.748784798805588,                 1,                 0,       2.132953000774669,       0.000000000000000,1,0,       1.003636249497074,       0.948956238970854,       1.000000000000000,       0.000016960022521,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,     555.568658969798889,     443.373218677911950,       0.890457117195552,       0.809542882804448,       0.828931142230894,       0.752886153656297,                 1,                 0,       2.131062623447611,       0.000000000000000,               4,1,0,0,0,       1.004598987880154,       0.953030816562331,       0.892342219922343,       0.807657780077657,       0.830566055711863,       0.751286456699054,                 1,                 0,       2.131985781989167,       0.000000000000000,1,0,       1.005138723789390,       0.951574709076515,       1.000000000000000,       0.000016801954891,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,     668.662593081788827,     555.568658969798889,       0.888573025080855,       0.811426974919145,       0.828971223187207,       0.755410301875012,                 1,                 0,       2.130182520063800,       0.000000000000000,               5,1,0,0,0,       1.006068330453582,       0.955636609264124,       0.890457117195552,       0.809542882804448,       0.830597866654465,       0.753814818288541,                 1,                 0,       2.131062623447611,       0.000000000000000,1,0,       1.006618926067647,       0.954206354203025,       1.000000000000000,       0.000016659532887,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,     782.664474704505778,     668.662593081788827,       0.886688334013091,       0.813311665986909,       0.829007544461417,       0.757965325932796,                 1,                 0,       2.129344627508141,       0.000000000000000,               6,1,0,0,0,       1.007516287648794,       0.958259579503390,       0.888573025080855,       0.811426974919145,       0.830627156300067,       0.756372702325794,                 1,                 0,       2.130182520063800,       0.000000000000000,1,0,       1.008078028517397,       0.956854100078396,       1.000000000000000,       0.000016532104917,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,     897.584661861517816,     782.664474704505778,       0.884801455641553,       0.815198544358447,       0.829040127373604,       0.760554095467975,                 1,                 0,       2.128548259066215,       0.000000000000000,               7,1,0,0,0,       1.008943950906620,       0.960902578496881,       0.886688334013091,       0.813311665986909,       0.830653873424313,       0.758963021411588,                 1,                 0,       2.129344627508141,       0.000000000000000,1,0,       1.009517117745007,       0.959520918534701,       1.000000000000000,       0.000016419033228,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1013.434442966006827,     897.584661861517816,       0.882910822891760,       0.817089177108240,       0.829068984776413,       0.763179581901835,                 1,                 0,       2.127792882918179,       0.000000000000000,               8,1,0,0,0,       1.010352327786272,       0.963568512599700,       0.884801455641553,       0.815198544358447,       0.830677957562707,       0.761588791239764,                 1,                 0,       2.128548259066215,       0.000000000000000,1,0,       1.010937194426863,       0.962209838349922,       1.000000000000000,       0.000016319692034,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1130.226063510196809,    1013.434442966006827,       0.881014890089405,       0.818985109910595,       0.829094120793297,       0.765844867961446,                 1,                 0,       2.127078119794868,       0.000000000000000,               9,1,0,0,0,       1.011742341713221,       0.966260354149941,       0.882910822891760,       0.817089177108240,       0.830699338436744,       0.764253140445368,                 1,                 0,       2.127792882918179,       0.000000000000000,1,0,       1.012339172845099,       0.964923956630846,       1.000000000000000,       0.000016233466010,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1247.972753441813893,    1130.226063510196809,       0.879112132982762,       0.820887867017238,       0.829115530434666,       0.768553158020587,                 1,                 0,       2.126403740926402,       0.000000000000000,              10,1,0,0,0,       1.013114831559148,       0.968981153051978,       0.881014890089405,       0.818985109910595,       0.830717935403597,       0.766959321160095,                 1,                 0,       2.127078119794868,       0.000000000000000,1,0,       1.013723880304715,       0.967666450851061,       1.000000000000000,       0.000016159750289,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1366.688755366659962,    1247.972753441813893,       0.877201048964632,       0.822798951035368,       0.829133199330107,       0.771307789097728,                 1,                 0,       2.125769666378738,       0.000000000000000,              11,1,0,0,0,       1.014470551131510,       0.971734048987843,       0.879112132982762,       0.820887867017238,       0.830733656773381,       0.769710720508058,                 1,                 0,       2.126403740926402,       0.000000000000000,1,0,       1.015092056364272,       0.970440591767614,       1.000000000000000,       0.000016097947936,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1486.389353567956960,    1366.688755366659962,       0.875280157133779,       0.824719842866221,       0.829147103294255,       0.774112242892091,                 1,                 0,       2.125175963623077,       0.000000000000000,              12,1,0,0,0,       1.015810168490775,       0.974522284595054,       0.877201048964632,       0.822798951035368,       0.830746399271812,       0.772510872871470,                 1,                 0,       2.125769666378738,       0.000000000000000,1,0,       1.016444352006048,       0.973249757091994,       1.000000000000000,       0.000016047470603,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1607.090904017250978,    1486.389353567956960,       0.873347998541558,       0.826652001458442,       0.829157207983655,       0.776970158687840,                 1,                 0,       2.124622846443241,       0.000000000000000,              13,1,0,0,0,       1.017134265168955,       0.977349219505199,       0.875280157133779,       0.824719842866221,       0.830756047309662,       0.775363473352649,                 1,                 0,       2.125175963623077,       0.000000000000000,1,0,       1.017781328596007,       0.976097446308584,       1.000000000000000,       0.000016007736313,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1728.810865378606877,    1607.090904017250978,       0.871403136324952,       0.828596863675048,       0.829163468424966,       0.779885347471586,                 1,                 0,       2.124110674061577,       0.000000000000000,              14,1,0,0,0,       1.018443335235390,       0.980218345547736,       0.873347998541558,       0.826652001458442,       0.830762472381147,       0.778272392242933,                 1,                 0,       2.124622846443241,       0.000000000000000,1,0,       1.019103456786207,       0.978987296507839,       1.000000000000000,       0.000015978169849,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1851.567831163985829,    1728.810865378606877,       0.869444155936702,       0.830555844063298,       0.829165828559465,       0.782861807229883,                 1,                 0,       2.123639950535864,       0.000000000000000,              15,1,0,0,0,       1.019737784245158,       0.983133303133959,       0.871403136324952,       0.828596863675048,       0.830765532309274,       0.781241690896712,                 1,                 0,       2.124110674061577,       0.000000000000000,1,0,       1.020411115230200,       0.981923099602267,       1.000000000000000,       0.000015958201441,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    1975.381563091991893,    1851.567831163985829,       0.867469665378837,       0.832530334621163,       0.829164220747575,       0.785903739632471,                 1,                 0,       2.123211324379130,       0.000000000000000,              16,1,0,0,0,       1.021017928072346,       0.986097899019680,       0.869444155936702,       0.830555844063298,       0.830765070536309,       0.784275638968426,                 1,                 0,       2.123639950535864,       0.000000000000000,1,0,       1.021704589211991,       0.984908820925672,       1.000000000000000,       0.000015947266326,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    2100.273025753276670,    1975.381563091991893,       0.865478295399170,       0.834521704600830,       0.829158565192915,       0.789015568294954,                 1,                 0,       2.122825588381851,       0.000000000000000,              17,1,0,0,0,       1.022283991608349,       0.989116125641225,       0.867469665378837,       0.832530334621163,       0.830760915371991,       0.787378733258783,                 1,                 0,       2.123211324379130,       0.000000000000000,1,0,       1.022984069153200,       0.987948619461160,       1.000000000000000,       0.000015944804691,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    2226.264422712154555,    2100.273025753276670,       0.863468699728716,       0.836531300271284,       0.829148769344832,       0.792201958734983,                 1,                 0,       2.122483679643029,       0.000000000000000,              18,1,0,0,0,       1.023536107350716,       0.992192182165635,       0.865478295399170,       0.834521704600830,       0.830752879161605,       0.790555718390343,                 1,                 0,       2.122825588381851,       0.000000000000000,1,0,       1.024249648982232,       0.991046869921150,       1.000000000000000,       0.000015950261041,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    2353.379234136009472,    2226.264422712154555,       0.861439555344592,       0.838560444655408,       0.829134727280060,       0.795467840223556,                 1,                 0,       2.122186679790141,       0.000000000000000,              19,1,0,0,0,       1.024774313900608,       0.995330497464092,       0.863468699728716,       0.836531300271284,       0.830740757451122,       0.793811609445903,                 1,                 0,       2.122483679643029,       0.000000000000000,1,0,       1.025501324413690,       0.994208186839422,       1.000000000000000,       0.000015963083778,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    2481.642256055276448,    2353.379234136009472,       0.859389562637611,       0.840610437362389,       0.829116318972480,       0.798818429848132,                 1,                 0,       2.121935815359714,       0.000000000000000,              20,1,0,0,0,       1.025998554336135,       0.998535755302990,       0.861439555344592,       0.838560444655408,       0.830724328139379,       0.797151716811746,                 1,                 0,       2.122186679790141,       0.000000000000000,1,0,       1.026738991143506,       0.997437450929011,       1.000000000000000,       0.000015982725779,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156683,    2611.079641429661478,    2481.642256055276448,       0.859389562637611,       0.840610437362389,       0.830703350504756,       0.800581673596877,                 1,                 0,       2.121935815359714,       0.000000000000000,              21,1,1,1,1,       1.027962442901033,       1.000739838061535,       0.859389562637611,       0.840610437362389,       0.830703350504756,       0.800581673596877,                 1,                 0,       2.121935815359714,       0.000000000000000,1,0,       1.027962442901033,       1.000739838061535,       1.000000000000000,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000000000000,                    3,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156684,     886.355926052193126,     812.499086951102072,       0.909663066655128,       0.790336933344872,       0.868029630927207,       0.735164392708007,                 1,                 0,       2.193440332164620,       0.000000000000000,               1,1,0,0,0,       1.011727176989399,       0.913721766664538,       1.000000000000000,       0.700000000000000,       0.951366956978167,       0.653074502737084,                 1,                 0,       2.313744632262976,       0.000000000000000,0,0,       1.002539378441000,       0.809937482849670,       1.000000000000000,       0.038645035302735,                    2,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156684,     990.739095207411083,     886.355926052193126,       0.907560275763275,       0.792439724236725,       0.858120791695857,       0.739061077443457,                 1,                 0,       2.191937017619379,       0.000000000000000,               2,1,0,0,0,       1.001976486599631,       0.918129273729637,       0.909663066655128,       0.790336933344872,       0.859943762372942,       0.737257952996244,                 1,                 0,       2.193440332164620,       0.000000000000000,1,0,       1.002302737230154,       0.916323812715953,       1.000000000000000,       0.000020144922873,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
  1727156684,    1096.029706354972177,     990.739095207411083,       0.905448621720323,       0.794551378279677,       0.858067062608029,       0.741634645203130,                 1,                 0,       2.190483113921101,       0.000000000000000,               3,1,0,0,0,       1.003698439157731,       0.920865793695504,       0.907560275763275,       0.792439724236725,       0.859885141298856,       0.739828806798404,                 1,                 0,       2.191937017619379,       0.000000000000000,1,0,       1.004036612439087,       0.919083017360023,       1.000000000000000,       0.000020055482820,                    1,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,      -0.333333333333333,      -0.333333333333333,      -0.266932922021017,      -0.266932922021017,         1
