         FLOAT          ,         FLOAT          ,         FLOAT          ,    INT     ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,         FLOAT          ,          INT          ,         FLOAT          ,INT
          Myr           ,          Myr           ,          Myr           ,     -      ,           -            ,          Msol          ,          Msol          ,          Rsol          ,          Rsol          ,          Lsol          ,           K            ,          Msol          ,          Msol          ,          Msol          ,       Msol yr^-1       ,           -           ,          Myr           ,-
          Age           ,           dT           ,          Time          ,Stellar_Type,    Metallicity@ZAMS    ,         Mass_0         ,          Mass          ,         Radius         ,      Radius@ZAMS       ,       Luminosity       ,          Teff          ,       Mass_Core        ,      Mass_CO_Core      ,      Mass_He_Core      ,          Mdot          ,Dominant_Mass_Loss_Rate,          tMS           ,Record_Type
       0.000000000000000,       0.000000000000000,       0.000000000000000,           1,       0.014200000000000,       5.551000000000000,       5.551000000000000,       2.666292152790070,       2.666292152790070,     794.853223082863451,   18788.642594328375708,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,                      0,      81.130766161200640,         1
       0.811307661612000,       0.811307661612000,       0.811307661612000,           1,       0.014200000000000,       5.551000000000000,       5.551000000000000,       2.679362458507963,       2.666292152790070,     798.104461439470811,   18761.896598637151328,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000000000,                      0,      81.130766161200640,         2
       0.811324351138737,       0.811307661612000,       0.811307661612000,           1,       0.014200000000000,       5.550948797730285,       5.550948797730285,       2.679362485313078,       2.666292152790070,     798.104461439470811,   18761.896504787437152,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000063111,                      3,      81.130766161200640,         3
       0.811324351138737,       0.811307661612000,       0.811307661612000,           1,       0.014200000000000,       5.550948797730285,       5.550948797730285,       2.679348612279235,       2.666292152790070,     798.079124543783792,   18761.796169512210327,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000063111,                      3,      81.130766161200640,         4
       1.622648702277737,       0.811324351139000,       1.622632012751000,           1,       0.014200000000000,       5.550948797730285,       5.550948797730285,       2.692487585198916,       2.666292152790070,     801.413540381007238,   18735.481190536382201,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000063111,                      3,      81.132435113874351,         2
       1.622682339422853,       0.811324351139000,       1.622632012751000,           1,       0.014200000000000,       5.550897201256295,       5.550897201256295,       2.692487639392150,       2.666292152790070,     801.413540381007238,   18735.481001986521733,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000063595,                      3,      81.132435113874351,         3
       1.622682339422853,       0.811324351139000,       1.622632012751000,           1,       0.014200000000000,       5.550897201256295,       5.550897201256295,       2.692473864324102,       2.666292152790070,     801.387970948558632,   18735.379485579600441,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000063595,                      3,      81.132435113874351,         4
       2.434023509133853,       0.811341169711000,       2.433973182462000,           1,       0.014200000000000,       5.550897201256295,       5.550897201256295,       2.705686814782909,       2.666292152790070,     804.806485254003178,   18709.476750003934285,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000063595,                      3,      81.134116971130140,         2
       2.434074365890862,       0.811341169711000,       2.433973182462000,           1,       0.014200000000000,       5.550845196401718,       5.550845196401718,       2.705686896879251,       2.666292152790070,     804.806485254003178,   18709.476466161111603,       0.000000000000000,       0.000000000000000,       0.000000000000000,       0.000000000064097,                      3,      81.134116971130140,         3
